bib_id,abbreviation,authors,title,type,ref,file,num_pages
hengching2015upasaka,Heng-ching. *Upāsaka Precepts.*,Heng-ching,"The Sutra on Upāsaka Precepts: Translated from the Chinese of Dharmaraksa (Taishö, Volume 24, Number 1488)",book,"Heng-Ching, Bhiksuni Shih. *The Sutra on Upāsaka Precepts: Translated from the Chinese of Dharmaraksa (Taishö, Volume 24, Number 1488).* BDK English Tripitaka 45–11. Berkeley, CA: Numata Center for Buddhist Translation and Research, 2015. https://www.bdkamerica.org/product/the-sutra-on-upasaka-precepts/.",,
silk2024maharatnakuta,Silk. “Mahāratnakūṭa.”,Silk,"The Mahāratnakūṭa Collection in Indian Buddhist Scriptural Anthologies: Examining the Sūtrasamuccaya, Śikṣāsamuccaya and Mahāsūtrasamuccaya",book section,"Silk, Jonathan A. “The Mahāratnakūṭa Collection in Indian Buddhist Scriptural Anthologies: Examining the Sūtrasamuccaya, Śikṣāsamuccaya and Mahāsūtrasamuccaya.” In *Ratnakūṭa Studies,* Volume I, edited by Rafal Felbur, 75–121. Buddhist Open Philology Project. Leiden; Boston: Brill, 2024.",silk2024maharatnakuta.pdf,46
silk2024gangottarapariprccha,Silk. “Gangottarāparipṛcchā.”,Silk,The Gangottarāparipṛcchā,book section,"Silk, Jonathan. “The Gangottarāparipṛcchā.” In *Ratnakūṭa Studies,* Volume I, edited by Rafal Felbur, 1:198–313. Buddhist Open Philology Project. Leiden; Boston: Brill, 2024.",silk2024gangottarapariprccha.pdf,115
felbur2024introduction,Felbur. “Introduction.”,Felbur,Volume Introduction,book section,"Felbur, Rafal. “Volume Introduction.” In *Ratnakūṭa Studies,* Volume I, edited by Rafal Felbur, 1–15. Buddhist Open Philology Project. Leiden; Boston: Brill, 2024.",felbur2024introduction.pdf,15
silk2025kasyapaparivarta,Silk and Nagao. “Kāśyapaparivarta.”,Silk and Nagao,The History of The* Kāśyapaparivarta in Chinese Translations and Its Connection with the Mahāratnakūṭa (Da Baoji Jing 大寶積經) Collection,book section,"Silk, Jonathan A, and Gadjin M Nagao. “The History of The* Kāśyapaparivarta in Chinese Translations and Its Connection with the Mahāratnakūṭa (Da Baoji Jing 大寶積經) Collection.” In *Ratnakūṭa Studies*, Volume I, edited by Rafal Felbur, 16–74. Buddhist Open Philology Project. Leiden; Boston: Brill, 2024.",silk2025kasyapaparivarta.pdf,49
silk2025assembled,Silk and Radich. “Assembled in China.”,Silk and Radich,Assembled in China: A Study of the Shi’er Toutuo Jing 十二頭陀經,book section,"Silk, Jonathan A, and Michael Radich. “Assembled in China: A Study of the Shi’er Toutuo Jing 十二頭陀經.” In Ratnakūṭa Studies, Volume I, edited by Rafal Felbur, 122–97. *Ratnakūṭa Studies,* Volume I. Leiden; Boston: Brill, 2024.",silk2025assembled.pdf,75
chen2014central,Chen. “Central Asia.”,Chen,From Central Asia to Southern China: The Formation of Identity and Network in the Meditative Traditions of the Fifth–Sixth Century Southern China (420–589),article,"Chen, Jinhua. “From Central Asia to Southern China: The Formation of Identity and Network in the Meditative Traditions of the Fifth–Sixth Century Southern China (420–589).” *Fudan Journal of the Humanities and Social Sciences* 7 (2014): 171–202.",,
chan2013dharmatrata,Chan. “Dharmatrāta.” ,Chan,An English Translation of the Dharmatrāta-Dhyāna Sūtra,dissertation,"Chan, Yiu-wing. “An English Translation of the Dharmatrāta-Dhyāna Sūtra.” The University of Hong Kong, 2013. https://hub.hku.hk/handle/10722/184239.",,
grosnick1995tathagatagarbha,Grosnick. “Tathagatagarbha Sutra.”,Grosnick,The Tathagatagarbha Sutra,book section,"Grosnick, William H. “The Tathagatagarbha Sutra.” In *Buddhism in Practice*, 92–106. Princeton University Press, 1995.",,
yamabe2006ragments,Yamabe. “Fragments.”,Yamabe,Fragments of the Yogalehrbuch in the Pelliot Collection,book section,"Yamabe, Nobuyoshi. “Fragments of the Yogalehrbuch in the Pelliot Collection.” In *Ein Buddhistisches Yogalehrbuch: Unveränderter Ausgabe Von,* edited by Jens-Uwe Hartmann and Hermann-Josef Röllicke, 325–41. Munich: IUDICIUM, 2006.",,
yamabe1999ocean,"Yamabe. “Ocean.”
",Yamabe,“‘The Sutra on the Ocean-Like Samadhi of the Visualization of the Buddha’: The Interfusion of the Chinese and Indian Cultures in Central Asia as Reflected in a Fifth Century Apocryphal Sutra.”,dissertation,"Yamabe, Nobuyoshi. “‘The Sutra on the Ocean-Like Samadhi of the Visualization of the Buddha’: The Interfusion of the Chinese and Indian Cultures in Central Asia as Reflected in a Fifth Century Apocryphal Sutra.” Yale University, 1999.",,
greene2012meditation,Greene. “Meditation.”,Greene,"Meditation, Repentance, and Visionary Experience in Early Medieval Chinese Buddhism",dissertation,"Greene, Eric Matthew. “Meditation, Repentance, and Visionary Experience in Early Medieval Chinese Buddhism.” University of California, Berkeley, 2012. https://escholarship.org/uc/item/92v7t1cg.",greene2012meditation.pdf,614
hirakawa1982discipline,Hirakawa. *Discipline.*,Hirakawa,Monastic Discipline for the Buddhist Nuns: An English Translation of the Chinese Text of the Mahāsāṃghika-Bhiksuni-Vinaya,book,"Hirakawa, Akira. *Monastic Discipline for the Buddhist Nuns: An English Translation of the Chinese Text of the Mahāsāṃghika-Bhiksuni-Vinaya.* Patna: Kashi Prasad Jayaswal Research Institute, 1982.",,
radich2019mahaparinirvanasutra,Radich. “Mahāparinirvāṇa-Sūtra.”,Radich,Was the Mahāparinirvāṇa-Sūtra 大般涅槃經 T7 Translated by ‘Faxian’?: An Exercise in the Computer-Assisted Assessment of Attributions in the Chinese Buddhist Canon,article,"Radich, Michael. “Was the Mahāparinirvāṇa-Sūtra 大般涅槃經 T7 Translated by ‘Faxian’?: An Exercise in the Computer-Assisted Assessment of Attributions in the Chinese Buddhist Canon.” Hualin International Journal of Buddhist Studies 2, no. 1 (2019): 229–79. https://buddhism.lib.ntu.edu.tw/DLMBS/jp/search/search_detail.jsp?seq=609077 .",radich2019mahaparinirvanasutra.pdf,50
radich20250376,Radich. “T0376.”,Radich,Text: T0376; 佛說大般泥洹經,document,"Radich, Michael. “Text: T0376; 佛說大般泥洹經.” Accessed January 17, 2025. https://dazangthings.nz/cbc/text/1282/.",radich20250376.pdf,1
hodge2012mahaparinirvana,Hodge. “Mahāyāna Mahāparinirvāṇa.”,Hodge,The Mahāyāna Mahāparinirvāṇa-Sūtra: The Text & Its Transmission,paper,"Hodge, Stephen. “The Mahāyāna Mahāparinirvāṇa-Sūtra: The Text & Its Transmission.” In Corrected and Revised Version of a Paper Presented in July 2010 at the Second International Workshop on the Mahāparinirvāṇa-Sūtra, Munich University. Hamburg: Zentrum Für Buddhismuskunde, 2012. https://www.buddhismuskunde.uni-hamburg.de/pdf/5-personen/hodge/the-textual-transmisssion-of-the-mpns.pdf .",hodge2012mahaparinirvana.pdf,
brandstadt2019dream,Brandstadt. “Dream Kings.”,Brandstadt,The Dream-Signs of the Twelve Dream Kings,book section,"Brandstadt, Max. “The Dream-Signs of the Twelve Dream Kings.” In A Primer in Chinese Buddhist Writings. Supplement: Esoteric Texts, edited by John Kieschnick, 23–30. Stanford: Stanford University, 2019. https://religiousstudies.stanford.edu/primer-chinese-buddhist-writings .",brandstadt2019dream.pdf,8
cambridge2025upalipariprccha,Cambridge University Library. “Upāliparipṛcchā.”,Cambridge University Library,"Bodhisattvapratimokṣasūtra, Upāliparipṛcchā, Bodhicittavivaraṇa (MS Or.713)",document,"Cambridge University Library. “Bodhisattvapratimokṣasūtra, Upāliparipṛcchā, Bodhicittavivaraṇa (MS Or.713).” Cambridge University Library. Cambridge Digital Library. Accessed January 18, 2025. https://cudl.lib.cam.ac.uk/view/MS-OR-00713/1.",,
dsbc2004upalipariprccha,DSBC Staff. “Upāliparipṛcchā.”,DSBC Staff,Vinayaviniścaya Upāliparipṛcchā,document,"DSBC Staff. “Vinayaviniścaya Upāliparipṛcchā.” University of the West, 2004. Digital Sanskrit Buddhist Canon. https://www.dsbcproject.org/canon-text/content/62/551.",,
toh68,UCSB Buddhist Studies Translation Group. “Upāli’s Questions.”,UCSB Buddhist Studies Translation Group,Determining the Vinaya: Upāli’s Questions,document,"UCSB Buddhist Studies Translation Group. “Determining the Vinaya: Upāli’s Questions.” 84000: Translating the Words of the Buddha, 2024. https://84000.co/translation/toh68.",,
lang2001upalipariprccha,Lang. “Upāliparipṛcchā.”,Lang,"Poetic License in the Buddhist Sanskrit Verses of the"" Upāliparipṛcchā""",article,"Lang, Karen C. “Poetic License in the Buddhist Sanskrit Verses of the"" Upāliparipṛcchā"".” Indo-Iranian Journal 44, no. 3 (2001): 231–40.",,
wang2023translation,Wang. “Collaborative Translation.”,Wang,The Collaborative Translation of Buddhist Scriptures in China: From the Second to the Fifth Centuries,article,"Wang, Tianran. “The Collaborative Translation of Buddhist Scriptures in China: From the Second to the Fifth Centuries.” *Cultus* 2035 (2023): 18-43. http://www.cultusjournal.com/files/Archives/Cultus_2023/cultus__16_2023.pdf#page=18 .",wang2023translation.pdf,25
dharmamitra2009letter,Dharmamitra. *Letter.*,Dharmamitra,Letter from a Friend: A Bodhisattva’s Advice to an Indian King on Right Living and the Buddhist Path,book,"Dharmamitra. *Letter from a Friend: A Bodhisattva’s Advice to an Indian King on Right Living and the Buddhist Path.* Kalavinka Buddhist Classics. Seattle, WA: Kalavinka Press, 2009.",,
ouzhu2020suhrllekha,Ouzhu Ciren. *Suhṛllekha*,Ouzhu Ciren,Dngos grub tshe ring - Nāgārjuna’s Suhṛllekha,book,"Ouzhu Ciren 欧珠次仁. *Dngos grub tshe ring - Nāgārjuna’s Suhṛllekha* (2020) 《亲友书》梵、藏、汉校勘译注. Xizang Zangwen Guxiang Chubanshe西藏藏文古箱出版社, 2020. https://archive.org/details/dngos-grub-tshe-ring-suhrllekha-2020/mode/2up.",,
dessein1999samyuktabhidharmahrdaya,Dessein. *Saṃyuktābhidharmahṛdaya.*,Dessein,Saṃyuktābhidharmahṛdaya: Heart of Scholasticism with Miscellaneous Additions,book,"Dessein, Bart. *Saṃyuktābhidharmahṛdaya: Heart of Scholasticism with Miscellaneous Additions.* 3 vols. Buddhist Tradition Series. Delhi: Motilal Banarsidass, 1999.",,
walser2018genealogies,Walser. *Genealogies of Mahāyāna.*,Walser,"Genealogies of Mahāyāna Buddhism: Emptiness, Power and the Question of Origin",book,"Walser, Joseph. *Genealogies of Mahāyāna Buddhism: Emptiness, Power and the Question of Origin.* Florence: Routledge, 2018.",,
dessein2009hrdaya,Dessein. “Hṛdaya Treatises.”,Dessein,Contaminants and the Path to Salvation: A Study of the Sarvāstivāda Hṛdaya Treatises,book section,"Dessein, Bart. “Contaminants and the Path to Salvation: A Study of the Sarvāstivāda Hṛdaya Treatises.” In *Asian Philosophy*, 19:63–84. Taylor & Francis, 2009.",,
kubo2017t277,"Kubo and Logan. “Taishō Volume 9, Number 277.”",Kobu and Logan,"The Sutra Expounded by the Buddha on Practice of the Way through Contemplation of the Bodhisattva All-Embracing Goodness (Taishō Volume 9, Number 277)",book section,"Kubo, Tsugunari, and Joseph M. Logan. “The Sutra Expounded by the Buddha on Practice of the Way through Contemplation of the Bodhisattva All-Embracing Goodness (Taishō Volume 9, Number 277).” In *Tiantai Lotus Texts,* edited by Sengaku Mayeda, 45–84. BDK English Tripiṭaka Series. Bukkyō Dendō Kyōkai America, Inc., 2017. https://www.bdkamerica.org/product/tiantai-lotus-texts/ .",,
reeves2008lotus,Reeves. *Lotus Sutra.*,Reeves,The Lotus Sutra: A Contemporary Translation of a Buddhist Classic,book,"Reeves, Gene. *The Lotus Sutra: A Contemporary Translation of a Buddhist Classic.* Somerville: Wisdom Publications, 2008.",,
silk2008nontranslation,Silk. “Non-Translation”,Silk,"The Jifayue Sheku Tuoluoni Jing–Translation, Non-Translation, Both or Neither?",article,"Silk, Jonathan A. “The Jifayue Sheku Tuoluoni Jing–Translation, Non-Translation, Both or Neither?” *Journal of the International Association of Buddhist Studies,* 2008, 369–420.",,
greene2021secrets,Greene. *Secrets.*,Greene,The Secrets of Buddhist Beditation: Visionary Meditation Texts from Early Medieval China,book,"Greene, Eric M. *The Secrets of Buddhist Beditation: Visionary Meditation Texts from Early Medieval China.* Kuroda Institute Classics in East Asian Buddhism. Honolulu (Hawaii): University of Hawaiʻi Press, 2021.",,
strauch2017daksinavibhanga,Strauch. “Dakṣiṇāvibhaṅga.”,Strauch,The Indic Versions of The* Dakṣiṇāvibhaṅga-Sūtra: Some Thoughts on the Early Transmission of Āgama Texts,book section,"Strauch, Ingo. “The Indic Versions of The* Dakṣiṇāvibhaṅga-Sūtra: Some Thoughts on the Early Transmission of Āgama Texts.” In *Research on the Madhyama-Āgama,* 327–73. Dharma Drum Taipei, 2017.",strauch2017daksinavibhanga.pdf,50
shakya2010catalogue,Shakya. *Catalogue.*,Shakya,Catalogue of Digitized Rare Sanskrit Buddhist Manuscripts,book,"Shakya, Miroj, ed. *Catalogue of Digitized Rare Sanskrit Buddhist Manuscripts.* Vol. 1:1-200. Rosemead, Calif: Univ. of the West, 2010.",shakya2010catalogue.pdf,55
shakya2019manuscripts,Shakya. *Buddhist Manuscripts.*,Shakya,Catalogue of Digitized Rare Sanskrit Buddhist Manuscripts,book,"Shakya, Miroj, ed. *Catalogue of Digitized Rare Sanskrit Buddhist Manuscripts.* Vol. 2:201-300. Rosemead, California, USA: University of the West, 2019.",shakya2019manuscripts.pdf,160
sorensen1995t590,Sørensen. “T. 590.”,Sørensen,Divine Scrutiny of Human Morals in an Early Chinese Buddhist Sūtra: A Study of the Si Tianwang Jing (T. 590),article,"Sørensen, Henrik H. “Divine Scrutiny of Human Morals in an Early Chinese Buddhist Sūtra: A Study of the Si Tianwang Jing (T. 590).” *Studies in Central and East Asian Religions* 8 (1995): 44–83.",sorensen1995t590.pdf,40
glass2008samyuktagama,Glass. “Saṃyuktāgama.”,Glass  ,"Guṇabhadra, Bǎoyún, and the Saṃyuktāgama",article,"Glass, Andrew. “Guṇabhadra, Bǎoyún, and the Saṃyuktāgama.” *Journal of the International Association of Buddhist Studies,* 2008, 185–203.",glass2008samyuktagama.pdf,38
rulu2012teachings,Rulu. *Teachings.*,Rulu,Teachings of the Buddha,book,"Rulu. *Teachings of the Buddha.* Authorhouse, 2012.",,
silk2023srimala,Silk. “Śrīmālādevīsiṁhanādanirdeśasūtra.”,Silk,Remarks on a Recent Study of the Śrīmālādevīsiṁhanādanirdeśasūtra,article,"Silk, Jonathan A. “Remarks on a Recent Study of the Śrīmālādevīsiṁhanādanirdeśasūtra.” *Indo-Iranian Journal* 67, no. 1 (2023): 53–80. https://brill-com.uwest.idm.oclc.org/view/journals/iij/67/1/article-p53_3.xml .",,
paul2017srimala,Paul and McRae. *Śrīmālā and Vimalakīrti.*,Paul and McRae,The Sutra of Queen Śrīmālā of the Lion’s Roar and The Vimalakīrti Sutra,book,"Paul, Diana Y., and John R. McRae. *The Sutra of Queen Śrīmālā of the Lion’s Roar and The Vimalakīrti Sutra.* BDK English Tripiṭaka Series. Berkeley, CA: BDK America, Inc., 2017. https://www.bdkamerica.org/product/the-sutra-of-queen-srimala-of-the-lions-roar-and-the-vimalakirti-sutra/.",,
deleanu2018lankavatara,Deleanu. “Laṅkāvatārasūtra.”,Deleanu,The Laṅkāvatārasūtra: A Bibliographical Survey,article,"Deleanu, Florin. “The Laṅkāvatārasūtra: A Bibliographical Survey.” *Bulletin of the International Institute for Buddhist Studies,* no. 1 (2018): 15–43.",,
redpine2012lankavatara,Red Pine. *Lankavatara.*,Red Pine,The Lankavatara Sutra: A Zen Text,book,"Red Pine. *The Lankavatara Sutra: A Zen Text.* Berkeley: Counterpoint, 2012.",,
rulu2016tathagata,Rulu. *Tathāgata Store.*,Rulu,The Tathāgata Store: Selected Mahāyāna Sūtras,book,"Rulu. *The Tathāgata Store: Selected Mahāyāna Sūtras.* Revised edition. Bloomington, IN: AuthorHouse, 2016.",,
lettere2023translation,Lettere. *Translation Practices.*,Lettere,Buddhist Translation Practices in Medieval China: The Case of the Buddhacarita,book,"Lettere, Laura. *Buddhist Translation Practices in Medieval China: The Case of the Buddhacarita.* University of Rome, 2023.",,
harrison1993earliest,Harrison. “Earliest.”,Harrison,Earliest Chinese Translations of Mahayana Buddhist Sutras: Some Notes on the Works of Lokaksema,article,"Harrison, Paul. “Earliest Chinese Translations of Mahayana Buddhist Sutras: Some Notes on the Works of Lokaksema.” *Buddhist Studies Review* 10, no. 2 (1993): 135–77. https://journal.equinoxpub.com/BSR/article/view/15198 .",harrison1993earliest.pdf,42
hoernle1916manuscript,Hoernle. *Manuscript Remains.*,Hoernle,Manuscript Remains of Buddhist Literature,book,"Hoernle, August Friedrich Rudolf. *Manuscript Remains of Buddhist Literature.* Oxford: Clarendon Press, 1916. https://archive.org/details/manuscriptremain00hoeruoft .",,
jones2016beings,Jones. “Beings.”,Jones,"Beings, Non-Beings, and Buddhas: Contrasting Notions of Tathāgatagarbha in the Anūnatvāpūrṇatvanirdeśaparivarta And* Mahābherī Sūtra",article,"Jones, Christopher V. “Beings, Non-Beings, and Buddhas: Contrasting Notions of Tathāgatagarbha in the Anūnatvāpūrṇatvanirdeśaparivarta And* Mahābherī Sūtra.” Journal of the Oxford Centre for Buddhist Studies 10 (2016): 53–84. https://jocbs.org/index.php/jocbs/article/view/133 .",jones2016beings.pdf,21
kotyk2021sanskrit,Kotyk. “Study of Sanskrit.”,Kotyk,The Study of Sanskrit in Medieval East Asia: China and Japan,article,"Kotyk, Jeffrey. “The Study of Sanskrit in Medieval East Asia: China and Japan.” Hualin International Journal of Buddhist Studies 4, no. 2 (2021): 240–73. https://buddhism.lib.ntu.edu.tw/FULLTEXT/JR-MAG/mag640004.pdf .",kotyk2021sanskrit.pdf,33
keenan2000explication,Keenan. *Explication.*,Keenan,"The Scripture on the Explication of Underlying Meaning: Translated from the Chinese of Hsiian-Tsang (Taisho Volume 16, Number 676)",book,"Keenan, John P. *The Scripture on the Explication of Underlying Meaning: Translated from the Chinese of Hsiian-Tsang (Taisho Volume 16, Number 676).* Berkeley, California: Numata Center for Buddhist Translation and Research, 2000. https://www.bdkamerica.org/product/the-scripture-on-the-explication-of-underlying-meaning/.",,
matsuda2013samdhinirmocana,Matsuda. “Saṁdhinirmocanasutra.”,Matsuda,Sanskrit Fragments of the Saṁdhinirmocanasutra,book section,"Matsuda, K. “Sanskrit Fragments of the Saṁdhinirmocanasutra.” In *The Foundation for Yoga Practitioners: The Buddhist Yogācārabhūmi Treatise and Its Adaptation in India, East Asia, and Tibet,* edited by Ulrich Timme Kragh, 938–45. Harvard University Press Cambridge, MA, 2013.",matsuda2013samdhinirmocana.pd,8
toh106,Toh 106,Buddhavacana Translation Group (Vienna),Unraveling the Intent: Saṃdhi­nirmocana (Toh 106),book,"Buddhavacana Translation Group (Vienna). *Unraveling the Intent: Saṃdhi­nirmocana (Toh 106).* 84000: Translating the Words of the Buddha, 2020. https://84000.co/translation/toh106#UT22084-049-001-listBibl.",,
radich2025wuyou,Radich. “Wuyou Wang Jing.”,Radich,Text: Wuyou Wang Jing 無憂王經,document,"Radich, Michael. “Text: Wuyou Wang Jing 無憂王經.” Chinese Buddhist Canonical Attributions database. Accessed February 15, 2025. https://dazangthings.nz/cbc/text/4410/.",radich2025wuyou.pdf,1
mizuno2000zoagon,Mizuno. “Zō Agon.”,Mizuno,Zō Agon Kyō No Kenkyū to Shuppan 「雑阿含経」 の文献学的研究,article,Mizuno Kōgen 榎本文雄. “Zō Agon Kyō No Kenkyū to Shuppan 「雑阿含経」 の文献学的研究.” *Bukkyō Kenkyū* 仏教研究 17 (2000): 1–45. https://repository.kulib.kyoto-u.ac.jp/dspace/bitstream/2433/181200/1/ybunr00375.pdf .,mizuno2000zoagon.pdf,45
li2023four,Li. “Four Challenges.”,Li Zhouyuan,Four Challenges Faced by Early Chinese Buddhist Translators: A Case Study of Zhi Qian’s Chinese Translation of Dhammapada,article,"Li, Zhouyuan. “Four Challenges Faced by Early Chinese Buddhist Translators: A Case Study of Zhi Qian’s Chinese Translation of Dhammapada.” *Religions* 14, no. 8 (2023): 1018-1139. https://www.mdpi.com/2077-1444/14/8/1018 .",li2023four.pdf,21
li2020records,Li. “Records.”,Li Zhouyuan,A Study on the Records of Zhi Qian’s Translations in Chusanzang Jiji 《 出三藏記集》 所載支謙譯經考辨,article,"Li, Zhouyuan 李周淵. “A Study on the Records of Zhi Qian’s Translations in Chusanzang Jiji 《 出三藏記集》 所載支謙譯經考辨.” 福嚴佛學研究= Fuyan Buddhist Studies, no. 15 (2020): 1–51.",li2020records.pdf,51
naito1958chu,Naitō. “Chu San Zang Ji Ji.”,Naitō,出三藏記集の撰集年次について,article,"Naitō, Ryūo 内藤龍雄. “出三藏記集の撰集年次について.” Journal of Indian and Buddhist Studies 印度學佛教學研究 7, no. 1 (1958): 162–63. https://www.jstage.jst.go.jp/article/ibk1952/7/1/7_1_162/_pdf/-char/ja .",naito1958chu.pdf,3
naito1967daoan,Naitō. “Dao An Lu.”,Naitō,道安録の目録學的研究,article,"Naitō, Ryūo 内藤龍雄. “道安録の目録學的研究.” Journal of Indian and Buddhist Studies 印度學佛教學研究 16, no. 1 (1967): 387–90. https://www.jstage.jst.go.jp/article/ibk1952/16/1/16_1_387/_pdf/-char/ja .",naito1967daoan.pdf,4
pan1979bielu,Pan. “衆經別錄.”,Pan,敦煌寫本衆經別錄之發現,article,"Pan, Chonggui 潘重規. “敦煌寫本衆經別錄之發現.” Studies on Tun-Huang 敦煌學 2, no. 4 (1979): 96–106.",pan1979bielu.pdf,11
fan2017maitreya,Fan. “Maitreya Sūtras.”,Fan ,A Study on the Three Maitreya Sūtras 彌勒三部經之研究,dissertation,"Fan, Shu-chi 范淑琪. “A Study on the Three Maitreya Sūtras 彌勒三部經之研究.” Fu Jen Catholic University, 2017. https://buddhism.lib.ntu.edu.tw/DLMBS/jp/search/search_detail.jsp?seq=589715.",,
pachow1955pratimoksa,Pachow. *Prātimokṣa.*,Pachow,"A Comparative Study of the Prātimokṣa: On the Basis of Its Chinese, Tibetan, Sanskrit, and Pāli Versions",book,"Pachow, W. *A Comparative Study of the Prātimokṣa: On the Basis of Its Chinese, Tibetan, Sanskrit, and Pāli Versions.* Santinekan, India: Sino-Indian Cultural Society, 1955.",,
radich2025t1437,Radich. “T1437.”,Radich,Text: T1437; 十誦比丘尼波羅提木叉戒本,document,"Radich, Michael. “Text: T1437; 十誦比丘尼波羅提木叉戒本.” Chinese Buddhist Canonical Attributions database. Accessed February 16, 2025. https://dazangthings.nz/cbc/text/166/.",radich2025t1437.pdf,1
willemen1994sundry,Willemen. *Sundry Valuables.*,Willemen,The Storehouse of Sundry Valuables: Translated from the Chinese of Kikkaya and Liu Hsiao-Piao (Compiled by T’an-Yao),book,"Willemen, Charles. *The Storehouse of Sundry Valuables: Translated from the Chinese of Kikkaya and Liu Hsiao-Piao (Compiled by T’an-Yao).* Berkeley, California: Numata Center for Buddhist Translation and Research, 1994. https://www.bdkamerica.org/product/the-storehouse-of-sundry-valuables/ .",,
hong2024chinese,Hong. *Chinese Buddhism.*,Hong,A Brief History of Chinese Buddhism and Buddhist Thought,book,"Hong, Xiuping. *A Brief History of Chinese Buddhism and Buddhist Thought.* Translated by Jack Hargreaves and Darcy Littler. Brill’s Humanities in China Library, vol. 18. Leiden Boston: Brill, 2024.",,
karashima2015avadana,Karashima and Vorobyova-Desyatovskaya. “Avadāna Anthology.”,Karashima and  Vorobyova-Desyatovskaya,"The Avadāna Anthology from Merv, Turkmenistan",book section,"Karashima, Seishi, and Margarita I Vorobyova-Desyatovskaya. “The Avadāna Anthology from Merv, Turkmenistan.” In *Buddhist Manuscripts from Central Asia,* edited by Seishi Karashima and Margarita Vorobyova-Desyatovskaya, 145–525. Tokyo: The Institute of Oriental Manuscripts of the Russian Academy of Sciences The International Research Institute for Advanced Buddhology Soka University, 2015. https://iriab.soka.ac.jp/en/publication/stpsf.html.",karashima2015avadana.pdf,390
miyazaki2015sardulakarnavadana,"Miyazaki, et. al. “Śārdūlakarṇāvadāna.”","Miyazaki, Nagashima, Tamai, and Zhou",The Śārdūlakarṇāvadāna from Central Asia,book section,"Miyazaki, Tensho, Jundo Nagashima, Tatsushi Tamai, and Liqun Zhou. “The Śārdūlakarṇāvadāna from Central Asia.” In *Buddhist Manuscripts from Central Asia,* edited by Seishi Karashima and Margarita I Vorobyova-Desyatovskaya, 1–84. Tokyo: The Institute of Oriental Manuscripts of the Russian Academy of Sciences, The International Research Institute for Advanced Buddhology Soka University, 2015. https://iriab.soka.ac.jp/en/publication/stpsf.html .",miyazaki2015sardulakarnavadana.pdf,84
morrison2023contested,Morrison. “Contested Visions.”,Morrison,Contested Visions of the Buddhist Past and the Curious Fate of an Early Medieval Chinese Buddhist Text,article,"Morrison, Elizabeth. “Contested Visions of the Buddhist Past and the Curious Fate of an Early Medieval Chinese Buddhist Text.” *Journal of Chinese Buddhist Studies* 36 (2023): 1–30.",morrison2023contested.pdf,30
gillon2008logic,Gillon. “Logic.”,Gillon,An Early Buddhist Text on Logic: Fang Bian Xin Lun,article,"Gillon, Brendan S. “An Early Buddhist Text on Logic: Fang Bian Xin Lun.” *Argumentation* 22 (2008): 15–25.",gillon2008logic.pdf,11
kubo2017infinite,Kubo and Logan. “Infinite Meanings.”,Kubo and Logan,The Infinite Meanings Sutra,book section,"Kubo, Tsugunari, and Joseph M. Logan. “The Infinite Meanings Sutra.” In *Tiantai Lotus Texts*, edited by Sengaku Mayeda, 3–44. BDK English Tripiṭaka Series. Berkeley, California: Bukkyō Dendō Kyōkai America, Inc., 2017. https://www.bdkamerica.org/product/tiantai-lotus-texts/ .",kubo2017infinite_abstract.pdf,40
bapat1970samantapasadika,Bapat and Hirakawa. *Samantapāsādikā.*,Bapat and Hirakawa,"Shan-Chien-P’i-P’o-Sha, A Chinese Version by Saṅghabhadra of Samantapāsādikā",book,"Bapat, PV, and Akira Hirakawa. *Shan-Chien-P’i-P’o-Sha, A Chinese Version by Saṅghabhadra of Samantapāsādikā.* Poona: Bhandarkar Oriental Research Institute, 1970.",,
heirman2004samantapasadika,Heirman. “Samantapāsādikā.”,Heirman,"The Chinese ""Samantapāsādikā"" and Its School Affiliation",article,"Heirman, Ann. “The Chinese ""Samantapāsādikā"" and Its School Affiliation.” *Zeitschrift Der Deutschen Morgenländischen Gesellschaft* 154, no. 2 (2004): 371–96.",heirman2004samantapasadika.pdf,25
shih1998liu,Shih. “Liu-Tu Chi.”,Shih,A Study on the Liu-Tu Chi 六度集研究,article,"Shih, Tien-chang 釋天常. “A Study on the Liu-Tu Chi 六度集研究.” *Chung-Hwa Buddhist Studies* 中華佛學研究, no. 2 (1998): 75–104. https://buddhism.lib.ntu.edu.tw/DLMBS/en/search/search_detail.jsp?seq=333588 .",shih1998liu.pdf,29
demieville1954yogacarabhumi,Demiéville. “Yogācārabhūmi.”,Demiéville,La Yogācārabhūmi de Saṅgharakṣa,article,"Demiéville, Paul. “La Yogācārabhūmi de Saṅgharakṣa.” *Bulletin de l’École Française d’Extrême-Orient* 44, no. 2 (1954): 339–436.
",demieville1954yogacarabhumi.pdf,97
thanissaro2013ssalayana,Thanissaro. “Assalayana Sutta.”,Thanissaro,Assalayana Sutta: With Assalayana,document,"Thanissaro Bhikkhu. “Assalayana Sutta: With Assalayana.” Access to Insight (BCBS Edition), 2013. MN 93. https://www.accesstoinsight.org/tipitaka/mn/mn.093.than.html .",thanissaro2013ssalayana.pdf,14
