CSZJJ,Taisho_No,verse_or_prose,syllables_per_line,vernacular_or_literary,literal_or_fluent,ornate_or_plain_language,terse_or_verbose,idioms_used,factual_or_spiritual,indigenous_chinese,interpolations,interlinear_commentary,oral_transmission,explicit_sentence_subject,plural_zhu,tense,abbreviations,do_not_use1,do_not_use2,notes,error
雜阿毘曇心,T 1552 (11),mixed,5,literary,literal,plain,terse,False,factual,False,True,True,True,implicit,True,unspecified,False,False,False,"The text is a scholastic Abhidharma work, translated from an Indic language. The style reflects a diligent effort to convey the original's technical content precisely. The text uses a mixed format of verse (gāthā) and prose. The verses consistently adhere to a five-character per line structure. The language is literary Chinese, characterized by its conciseness and formal tone, rather than vernacular. The translation style tends to be quite literal, prioritizing the accurate rendering of technical terms and doctrinal structure, which sometimes results in less fluid Chinese prose but ensures fidelity to the source. The language used is plain and functional, eschewing ornate embellishments in favor of clear, direct exposition. Both the verse and prose sections are generally terse, packing significant meaning into minimal characters. No specific Chinese idioms are observed; the terminology is predominantly Buddhist technical vocabulary. The tone is highly factual and analytical, characteristic of Abhidharma texts that systematically categorize and analyze dharmas and mental states, rather than focusing on spiritual exhortation or devotional aspects. There is no evidence of indigenous Chinese philosophical concepts being used to reinterpret the Buddhist teachings. The text includes numerous parenthetical notes, which serve as interpolations or interlinear commentary, often clarifying terms or providing additional explanations. The frequent use of a question-and-answer (問答) format and phrases like '如是說者' (thus it is said) suggest characteristics of oral transmission being formalized in writing. Sentence subjects are often left implicit, relying on context, which is common in classical Chinese. The adverb 諸 (zhū) is regularly employed to indicate plural forms (e.g., 諸餘眾生, 諸天). Tense is generally left unspecified, as is typical for classical Chinese, and must be inferred from context or temporal markers.",
摩得勒伽經,T 1441 (1),mixed,5,literary,literal,plain,terse,False,factual,False,True,True,False,explicit,True,unspecified,False,False,False,"The text begins with a short verse section, predominantly using five syllables per line, followed by a lengthy prose section structured as a question-and-answer dialogue. The translation style is quite literal, maintaining technical Buddhist terminology (often transliterated) and a precise, almost legalistic tone suitable for a Vinaya text. The language is literary, plain, and terse, focusing on clarifying monastic rules and transgressions. Subjects are often explicitly stated for clarity in the Q&A format. The character 諸 (zhū) is frequently used to indicate plural forms. Tense is largely unspecified, relying on context. There are clear instances of interlinear commentary and interpolations, indicated by parenthetical notes, which help clarify specific terms or concepts. No indigenous Chinese philosophical concepts are used to interpret Buddhist teachings, nor are there evident signs of oral transmission in the linguistic features.",
摩得勒伽經,T 1441 (2),prose,0,literary,literal,plain,terse,False,factual,False,False,True,True,implicit,True,unspecified,False,False,False,"The text is a Vinaya (monastic discipline) text, presented in a highly formulaic question-and-answer format. The translation style is notably literal, frequently using transliterations for Indic terms (e.g., 僧伽婆尸沙 for saṅghāvaśeṣa, 偷羅遮 for sthūlātyaya, 波羅夷 for pārājika, 突吉羅 for duṣkṛta, 羯磨 for karma, 尼薩耆波夜提 for niḥsargika-pācittika). The sentence structures often directly reflect the Indic source, leading to a somewhat less fluent, but very precise, literary Chinese style. The language is plain, direct, and terse, focusing on legalistic definitions and consequences of actions without embellishment. Due to its prose nature, 'syllables_per_line' is 0. A single parenthetical note (頭鳩羅者紵也) serves as an interlinear commentary or gloss. The highly repetitive and formulaic structure of questions and answers, and the consistent phrasing of rules and offenses, strongly suggests an influence of oral transmission traditions in the source text's composition. Sentence subjects are frequently implicit, relying on context, which is common in Classical Chinese. The plural marker 諸 (zhu) is used (e.g., 諸比丘). Tense is unspecified, indicated by context or adverbial phrases rather than verbal morphology.",
摩得勒伽經,T 1441 (3),prose,12,literary,literal,plain,terse,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is a Vinaya (monastic discipline) treatise translated from an Indic language. It primarily consists of questions and answers regarding monastic rules and transgressions. The language is straightforward and technical, focusing on the factual application of rules. The structured Q&A format, consistent terminology for offenses (e.g., 波羅夷, 偷羅遮, 突吉羅), and direct reporting of events to the Buddha (e.g., '諸比丘向佛廣說') are hallmarks of early, literal translations of Indian Buddhist texts. The sentence structure often reflects a direct rendering from an Indic source. There are no obvious signs of Chinese philosophical reinterpretation, ornate language, or traditional Chinese idioms. Tense is generally unspecified, as is common in Classical Chinese. Subjects are often explicitly stated in questions and main clauses, even if omitted in very short responses. The extensive use of '諸' (zhu) for plurals is evident.",
摩得勒伽經,T 1441 (4),prose,0,literary,literal,plain,terse,False,factual,False,False,False,True,explicit,True,unspecified,True,False,False,"The text is a Vinaya (monastic disciplinary) collection, presenting numerous case studies and the Buddha's rulings. The style is primarily prose, recounting events and then stating the legalistic outcome. The repetitive phrase '乃至佛言' (up to the Buddha said) indicates a summary of a longer narrative leading to the Buddha's pronouncement, and '如前說' (as previously stated) refers to a previously described scenario, both serving as abbreviations common in such texts. The language is functional and plain, focusing on clarity for legalistic purposes rather than ornate expression. It is relatively terse in its narrative setup for each case, but verbose in the repetitive nature of the rulings themselves (e.g., listing all types of offenses). While direct Indic grammatical structures are not obviously present, the repetitive phrasing and focus on detail over fluidity suggest a literal translation approach. The subject of sentences is often explicit, particularly when distinguishing between different actors in a scenario. The plural marker 諸 (zhu) is frequently used. Tense is generally unspecified, relying on context.",
摩得勒伽經,T 1441 (5),mixed,5,literary,literal,plain,verbose,False,factual,False,False,False,True,implicit,True,unspecified,True,False,False,"The phrase ""乃至佛言"" (even up to the Buddha saying) is a common abbreviation technique in early Chinese Buddhist translations to condense repetitive narrative sections, particularly in Vinaya texts. It indicates that the intermediate details of a story or a series of similar occurrences leading to the Buddha's verdict are omitted for brevity. The text also frequently employs transliterated Sanskrit terms (e.g., 偷羅遮, 僧伽婆尸沙, 突吉羅, 羯磨, 摩那埵, 阿浮呵那, 毘尼, 偷婆, 佉陀尼, 蒲闍尼), which is characteristic of a literal translation approach from Indic languages. The extensive lists and definitions are typical for a Mātṛkā (mother text), serving as a summary or mnemonic aid for monastic discipline, suggesting an origin for oral transmission and recitation.",
摩得勒伽經,T 1441 (6),prose,0,literary,literal,plain,terse,False,factual,False,False,False,True,implicit,True,unspecified,False,False,False,"The source text, likely an Indic Vinaya, employs a catechetical (question-and-answer) structure ('How is X?'), characteristic of explanatory and instructional texts. It is primarily prose, outlining monastic rules and definitions in a factual and prescriptive tone, often with repetition suitable for oral transmission and memorization. The translation by Saṅghavarman is quite literal, preserving the original's question-and-answer format with '云何...？' and direct, often repetitive phrasing. It uses literary Chinese that is plain and functional, focusing on clarity of rules rather than ornate language. Technical Buddhist terms are often transliterated. The translation does not appear to incorporate indigenous Chinese philosophical interpretations. Sentence subjects are often implicit, consistent with classical Chinese, though explicit subjects are also used for specific actors. The plural '諸' is frequently used to indicate plural forms. Tense is generally unspecified, as is common in classical Chinese. The repetitive structure and phrases like '廣說如前' (extensively explained as before) suggest an influence of oral traditions.",
摩得勒伽經,T 1441 (7),prose,5,literary,literal,plain,terse,False,factual,False,False,False,True,implicit,True,unspecified,False,False,False,"The source text, likely a Sanskrit Vinaya, would have been highly systematic, legalistic, and formulaic, employing a Q&A or enumerated list structure for clarity and memorization. The Chinese translation accurately reflects this style. It is written in prose with a direct, functional, and plain language, prioritizing the accurate transmission of monastic rules over literary elegance. The Q&A format, direct statements, and frequent enumerations (e.g., '復有二種...', '復有三種...') are characteristic of early Chinese Buddhist translations (often termed 'translation Chinese' 翻譯體) that aimed for fidelity and instructional clarity. The language is terse, with many short phrases and answers. Idioms are not used. The content is strictly factual and disciplinary, focusing on monastic regulations, hence 'factual' rather than 'spiritual'. There is no evidence of indigenous Chinese philosophical interpretation or interpolations in the text. While not strictly interlinear, the highly formulaic and repetitive structure, especially in the enumerations and Q&A, suggests the influence of oral transmission practices where texts were memorized and recited. Subjects are frequently implicit, consistent with classical Chinese grammar. The adverb 諸 (zhū) is used to indicate plurality (e.g., 諸比丘). Tense is generally unspecified, inferred from context.",
摩得勒伽經,T 1441 (8),prose,0,literary,literal,plain,terse,False,factual,False,False,False,True,implicit,True,unspecified,False,False,False,"The text is a Q&A format, characteristic of Vinaya literature. The repetitive structure of '問' (question) and '答' (answer), often followed by similar phrasing, indicates a very literal translation style aimed at preserving the legalistic precision of the original Indic text. This approach, common in early Chinese Buddhist translations, often results in a less fluent 'translation-ese' but prioritizes accuracy in doctrine and rules. The language is plain and functional, avoiding ornate expressions, suitable for legalistic discourse. The constant repetition of questions and answers points strongly to an origin in oral teaching and transmission. While the language is formal, using classical particles, its directness for defining monastic rules makes it lean more towards a functional literary style than a purely artistic one. There is one embedded explanatory note (退有二種：得退、未得退。今言失者，意在未得退，是故不犯) which clarifies a specific point, but it's part of the main text flow, not a distinct interlinear commentary layer.",
摩得勒伽經,T 1441 (9),prose,0,literary,literal,plain,terse,False,factual,False,False,False,True,implicit,True,unspecified,False,False,False,"The text is a Vinaya (monastic discipline) document, presented in a question-and-answer format, which is characteristic of such texts. The translation style is notably literal, directly reflecting the likely Indic source's structure and legalistic precision. This often results in repetitive phrasing, such as the frequent use of ""亦如是"" (also thus) for similar cases. The language is plain and functional, entirely eschewing ornate expressions or indigenous Chinese idioms, and focuses strictly on factual descriptions of monastic rules and offenses (e.g., using terms like 'duṣkṛta' 突吉羅 and 'pācittiya' 波夜提). There is no evidence of reinterpretation or syncretism with indigenous Chinese philosophical concepts. Sentence subjects are often implicit, which is common in classical Chinese, but are made explicit when clarity is essential. The use of 諸 (zhu) for pluralization (e.g., ""諸比丘"") is present, and tense is generally left unspecified, as is typical for classical Chinese. The repetitive enumeration of various scenarios and categories, along with phrases like ""如是應廣說"" (thus it should be broadly explained), suggests characteristics conducive to oral transmission and memorization, typical of early Vinaya pedagogy. There is no interlinear commentary or apparent abbreviations.",
摩得勒伽經,T 1441 (10),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,False,implicit,True,unspecified,True,False,False,"The source text is a Vinaya Mātṛkā, a legalistic and highly structured monastic code, likely from the Sarvāstivāda school in an Indic language (probably Sanskrit). Its style would have been primarily prose, factual, and verbose in its detailed enumeration of rules and exceptions, often with a question-and-answer format for clarity or mnemonic purposes. The translation by Saṅghavarman is very literal, directly mirroring the structure and phrasing of the Indic source. This results in a repetitive, technical, and somewhat stiff Chinese prose. Phrases like '乃至' (even to/and so on) are used extensively for ellipsis, reflecting a common abbreviation technique in Indic legal texts. The language is plain and functional, prioritizing the precise rendering of monastic rules over literary elegance. There are no apparent Chinese idioms, indigenous philosophical interpretations, or interlinear commentaries. While the source style might imply elements of oral transmission in its structure, the translation itself is a written rendition without adding new oral features. Chinese grammar often allows for implicit subjects, which is seen here, but the sentence structure can still feel foreign due to the literal translation. The plural form '諸' (zhu) is used, and tense is typically unspecified, relying on context.",
分別業報略,T 723,verse,5,literary,literal,plain,terse,False,factual,False,False,False,False,implicit,True,unspecified,False,False,False,"The text is predominantly in a consistent 5-syllable verse form, characteristic of gāthā translations. The language is literary Chinese, employing classical vocabulary and syntax. The translation style appears literal, prioritizing direct rendering of the Indic source, sometimes resulting in a less fluent Chinese structure. The language is plain and formal, focused on conveying precise meanings rather than elaborate ornamentation. Its 'summary' nature and concise verse lines contribute to a terse style. It does not employ indigenous Chinese idioms or reinterpret Buddhist concepts through local philosophies. The tone is highly factual in its systematic enumeration of karmic actions and their specific retributions across various realms. Sentence subjects are frequently implicit, a common feature of literary Chinese, though '我' (I) is occasionally used. The plural marker 諸 (zhu) is extensively used. Tense is generally unspecified, relying on context as is typical in classical Chinese.",
勸發諸王要偈,T 1673,verse,5,literary,literal,plain,terse,False,spiritual,True,False,False,True,explicit,True,unspecified,False,False,False,"The text is a Buddhist verse translation, likely from Sanskrit (gāthā). It primarily uses lines of five characters, a common verse form in early Chinese Buddhist translations. The language is quite formal and leans towards literary Chinese. The translation style is somewhat literal, sometimes retaining a foreign flavor in syntax and word order, rather than a completely fluent, natural Chinese style. The language used is plain and functional for conveying complex Buddhist concepts, rather than ornate. The terseness is inherent in the verse form. Idioms are not prominently used. The tone is distinctly spiritual, emphasizing core Buddhist doctrines, virtues, and paths to liberation. The inclusion of '孝父母' (filial piety) suggests some degree of interpretation or emphasis to resonate with indigenous Chinese philosophical concepts. There is no interlinear commentary or obvious interpolations. The repetitive and formulaic nature, typical of verse, suggests characteristics of oral transmission from the source text. Subjects are often explicitly stated, especially for key actors, contributing to clarity in a translated work. The adverb '諸' (all/plural) is frequently used to indicate plural forms. Tense is largely unspecified, relying on context rather than explicit grammatical markers.",
觀普賢菩薩行法經,T 277,mixed,5,literary,literal,plain,verbose,False,spiritual,False,False,False,True,implicit,True,unspecified,False,False,False,"The text is predominantly prose, but it includes a distinct verse section (gāthā) at [0393a14] introduced by ""爾時，世尊而說偈言"". The verse section maintains a consistent five-syllable line structure. The language style is formal and leans towards literary Chinese rather than vernacular, employing classical particles and sentence structures. The translation often adopts a literal approach, characteristic of early Buddhist translations, evident in phrases like ""如是我聞"" (thus have I heard), repetitions such as ""諦聽諦聽"" (listen, listen), and the direct rendering of questions using ""云何"" (how/why). While the descriptions of visions and enlightenment are ornate in content, the underlying language used to convey them is relatively plain and direct. The text is verbose due to its detailed explanations of meditation practices, visions, and repentance, often repeating concepts for clarity. There are no obvious traditional Chinese idioms used. The tone is overtly spiritual, focusing on Buddhist doctrines, practices, and terms like ""三昧"" (samādhi) and ""無上菩提"" (supreme enlightenment). There is no overt reinterpretation of Buddhist teachings through indigenous Chinese philosophical concepts. Without the original Indic text, it's difficult to definitively identify interpolations; however, the narrative flows consistently. The numbered markers in the text are pagination, not interlinear commentary. The phrase ""如是我聞"" and the frequent repetitions suggest a style intended for or influenced by oral transmission. Abbreviations of terms are not observed. Sentence subjects are often implicit, especially in a sequence of actions by the same actor, following typical classical Chinese grammatical patterns. The adverb ""諸"" (zhu) is frequently used to indicate plural forms, such as in ""諸比丘"" (all bhikṣus) and ""諸佛"" (all Buddhas). Tense is generally unspecified, indicated contextually by adverbs like ""昔"" (formerly), ""今"" (now), and ""當"" (will/should), rather than by grammatical markers.",
虛空藏觀經,T 409,mixed,0,literary,literal,plain,terse,False,spiritual,False,True,False,True,implicit,True,unspecified,False,False,False,"The primary body of the '觀虛空藏菩薩經' is prose, characteristic of early sutra translations. However, the provided document explicitly includes extensive appended sections consisting of lists of Buddha and Bodhisattva names, as well as multiple dharanis (mantras), which are formulaic and often presented in a verse-like or structured manner. Therefore, the text as a whole is classified as 'mixed'. For the 'syllables_per_line' field, a value of 0 is given because, while some parts are structured, they do not conform to a consistent or intentional syllable count per line typical of Chinese poetry. The dharanis are phonetic transliterations, and the lists of names vary in length. The translation style is predominantly literal, prioritizing direct correspondence with the Indic source, even at the expense of fluency sometimes. This is evident in the direct rendering of Sanskrit terms (e.g., 旃陀羅 caṇḍāla, 毘尼 Vinaya) and the phonetic transcription of dharanis. The language is literary Chinese, using classical grammatical structures rather than vernacular forms. The wording is generally terse, conveying information concisely without excessive elaboration. There are no apparent Chinese idioms introduced by the translator. The tone is distinctly spiritual, focusing on practices for purification, repentance, and spiritual attainment (e.g., samādhi, merit). There is no evidence of Buddhist teachings being reinterpreted through indigenous Chinese philosophical concepts. The document includes clear interpolations, as explicitly noted in the appended commentary section ('按《開元錄》...後人採集虛空藏經呪...不可連在觀虛空藏經後'), indicating that later material has been added. There is no interlinear interpretive commentary, though minor pronunciation notes appear. The presence of the standard opening '如是我聞' (Thus have I heard) is a direct translation of the Indic marker for oral transmission, and the instructional nature suggests patterns from oral teaching. Abbreviations are not used. Sentence subjects are often implicit, especially when the subject is clear from context or generic, which is common in classical Chinese. The plural marker 諸 (zhū) is frequently employed (e.g., 諸佛, 諸惡律儀). Tense on verbs is largely unspecified, relying on temporal adverbs (e.g., 一時 'at one time', 先 'previously') and contextual cues to indicate time.",
禪祕要,T 613 (1),prose,0,literary,literal,plain,verbose,False,factual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is written in prose, characterized by detailed, repetitive, and systematic instruction, especially in the meditation descriptions. Kumārajīva's translation style in this text is largely literal, faithfully preserving the enumerative and repetitive expositional style common in Indic Buddhist sutras, which makes it verbose. For instance, the sequential descriptions of 'seeing one' then 'seeing two' (見一已見二) are directly translated stylistic features from the source. The language is literary Chinese, using classical forms rather than vernacular, and employs plain language without ornate embellishments. The tone of the instructions is factual, detailing specific visual and somatic experiences during meditation (e.g., observing bodily decomposition, elemental transformations) rather than focusing on abstract spiritual concepts. While the ultimate goal is spiritual liberation, the meditative path is described with a clinical, observational approach. There are no apparent Chinese idioms or indigenous Chinese philosophical interpretations. The text lacks interlinear commentary and significant abbreviations. The frequent use of repetitive phrases and enumerations (e.g., '如是我聞', '諦聽諦聽', sequential instruction) is a strong indicator of its origin in or suitability for oral transmission. Sentence subjects are generally explicit, particularly in direct addresses ('佛告阿難', '汝受我語') and narrative sections, aiding clarity. The adverb 諸 (zhū) is extensively used to indicate plural forms (e.g., 諸佛, 諸比丘, 諸蟲). As is typical for classical Chinese, tense is often left unspecified, relying on context or temporal adverbs to infer meaning.",
禪祕要,T 613 (2),mixed,5,literary,literal,plain,verbose,False,spiritual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is a mixture of prose and a short verse section (gatha) found in 0259b09-0259b15. The verse section consistently uses 5 syllables per line. The language is literary Chinese, employing classical Chinese grammar and vocabulary typical of Buddhist sutra translations from the Later Qin period, rather than a vernacular form. The translation style appears somewhat literal, as evidenced by the structural repetitions (e.g., '見一像已，復見二像') and detailed, almost enumerative, descriptions of meditation stages, suggesting a close adherence to the source text's structure rather than a highly adaptive fluent rendering. The language is plain, focusing on clarity of instruction and description for visualization, not on ornate literary embellishment. The text is verbose, with extensive repetitions and detailed enumerations of meditation objects and stages, a characteristic often found in early Buddhist texts reflecting their oral origins. Idioms in the common Chinese sense are not prominently used; the text focuses on precise Buddhist terminology. The tone is spiritual, as it details meditation practices (觀身不淨, 數息, 觀佛三昧) aimed at achieving spiritual insights and liberation (e.g., arhatship, seeing Buddhas), using terms like '甘露' (amṛta) and '三昧' (samādhi). There is no strong evidence of Buddhist teachings being interpreted through indigenous Chinese philosophical concepts; instead, it presents Buddhist ideas on their own terms. The text does not contain obvious interpolations or interlinear commentary. Strong signs of oral transmission are present, such as repetitive phrasing and direct addresses ('佛告阿難', '汝今應當'), which are common features of sutras originally transmitted orally. Sentence subjects are frequently explicit, particularly in instructional phrases and direct speech, though classical Chinese naturally allows for implicit subjects elsewhere. The plural marker 諸 (zhū) is widely used (e.g., 諸佛, 諸惡, 諸眾生). Tense indication is unspecified, relying on context rather than explicit grammatical markers, which is typical of classical Chinese. No abbreviations are used.",
禪祕要,T 613 (3),mixed,5,literary,literal,plain,verbose,False,spiritual,False,False,False,True,explicit,True,explicit,False,False,False,"The source text is primarily a spiritual instruction text detailing complex meditation practices and karmic narratives. Its style, as reflected in the Chinese translation, is characterized by extensive, often repetitive, descriptions of visualization stages and enumerations of Buddhist concepts. This repetition and formulaic phrasing (e.g., '佛告阿難', '爾時阿難聞佛所說，歡喜奉行') are strong indicators of its origin in oral tradition and a more literal translation approach from the Indic language to preserve the original structure and content. The language is literary, using formal vocabulary and classical Chinese grammatical structures, but it aims for plainness in conveying the doctrines rather than ornate embellishment. The text is verbose, providing detailed, step-by-step guidance. While many instructional sentences directed at the practitioner employ implicit subjects, the narrative sections and dialogues consistently use explicit subjects for clarity. Tense is explicitly indicated through temporal markers such as '爾時' (at that time), '乃往過去' (long ago in the past), and '未來世' (future world). The pluralizer '諸' is frequently used. The presence of a short gatha makes the overall structure 'mixed' (prose with verse), and this gatha consistently has five syllables per line.",
五門禪經要用法,T 619,prose,0,literary,literal,plain,terse,False,spiritual,False,False,False,False,explicit,True,unspecified,False,False,False,"The translation utilizes a functional and instructional style, often adopting a literal rendering approach from its Indic source. This can lead to Chinese syntax that, while clear, is sometimes less fluent than purely native literary Chinese. Despite this, individual phrases and sentences are generally terse. The text's structure frequently involves explicit subjects (e.g., '師' for master, '行人' for practitioner, '汝' for you) to clarify roles and actions within the meditation instructions and implicit dialogues, moving beyond a consistently implicit subject typical of some classical Chinese. The subject matter is fundamentally spiritual, focusing on meditation states, visions, and Buddhist enlightenment paths, using terms like samādhi. There is no evident reinterpretation of Buddhist teachings through indigenous Chinese philosophical concepts. The use of '諸' (zhu) to denote plurals is common throughout the text. Tense is primarily conveyed through context and the sequence of events rather than explicit grammatical markers, which is characteristic of classical Chinese.",
四天王經,T 590,prose,0,literary,literal,plain,verbose,False,spiritual,False,False,False,True,explicit,True,unspecified,False,False,False,"The source text is written in prose, delivered as a discourse. The translation is in literary Chinese, employing classical grammar and vocabulary. It leans towards a literal translation of Indic concepts and structures, which sometimes results in a direct but not always perfectly fluent Chinese phrasing, though generally comprehensible. The language is plain and functional, focused on conveying the Dharma rather than ornate embellishment. It tends to be verbose in its detailed enumerations of good and bad deeds, their consequences, and divine observations. No distinct Chinese idioms are prominently used beyond direct translations of Buddhist concepts. The tone is spiritual, detailing karmic outcomes, divine hierarchies, and the path to liberation (Nirvana) rather than purely factual descriptions. Buddhist teachings are presented directly, without explicit reinterpretation through indigenous Chinese philosophical concepts, though ethical themes like filial piety align with Chinese values. There are no obvious interpolations or interlinear commentaries within the text. Signs of oral transmission are evident through the opening phrase '聞如是' (Thus have I heard) and repetitive narrative structures. Abbreviations are not used. Sentence subjects are often explicitly stated, particularly when new agents are introduced or for clarity, though classical Chinese also allows for implicit subjects. The plural form '諸' (zhū) is frequently used (e.g., 諸弟子, 諸天). Tense is generally unspecified, inferred from context or temporal adverbs, as is typical for classical Chinese.",
廣博嚴淨經,T 268 (1),mixed,5,literary,literal,ornate,verbose,False,spiritual,False,False,False,True,implicit,True,unspecified,False,False,False,"The text is predominantly prose, with a distinct verse section introduced by '而說偈言' (spoke these verses) starting from 0257c26. The verse lines are consistently five syllables long. The language employs a formal, classical Chinese style, characteristic of literary rather than vernacular writing. The translation exhibits a literal approach, often mirroring the structure and vocabulary of the Indic source, leading to long compound terms and direct renderings. This contributes to a verbose style, marked by frequent repetition of phrases, descriptive lists, and detailed accounts, rather than terse wording. The language used to describe Buddhas, bodhisattvas, and celestial phenomena is rich in imagery and highly descriptive, making it ornate. There is no significant use of indigenous Chinese idioms. The tone is overtly spiritual, focusing on meditative states (三昧 samādhi), supernatural occurrences, and the path to enlightenment. Buddhist concepts are translated directly without clear evidence of reinterpretation through indigenous Chinese philosophical concepts in this excerpt. The text does not contain interlinear commentary or identifiable interpolations in the provided section. The phrase '如是我聞' (Thus have I heard) and the repetitive nature of descriptions suggest characteristics of oral transmission. Abbreviations are not used. Sentence subjects are often implicit when clear from context, although explicit subjects do appear. The adverb 諸 (zhu) is consistently used to indicate plural forms (e.g., 諸佛, 諸菩薩). Tense is largely unspecified, relying on temporal adverbs like '爾時' (at that time) and contextual understanding.",
廣博嚴淨經,T 268 (2),mixed,5,literary,literal,plain,verbose,False,spiritual,False,False,False,True,explicit,True,unspecified,False,False,False,"The translation is characteristic of early Chinese Buddhist translations from Indic languages, maintaining a literal rendering of the source text. This is evident in the frequent repetitions of phrases and definitions (e.g., '是名為堅信', '是名為八人'), which also strongly suggests an origin in an oral tradition for memorization and emphasis. The language is literary, employing classical Chinese syntax and vocabulary, rather than vernacular forms. While generally plain in style, the text can be verbose due to these repetitions. The text extensively uses the particle 諸 (zhū) to indicate plural forms. Tense is largely unspecified, relying on contextual understanding typical of classical Chinese.",
廣博嚴淨經,T 268 (3),mixed,5,literary,literal,plain,verbose,False,spiritual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is a mixture of prose and verse. The prose sections describe the qualities of a Bodhisattva at different stages (斯陀含, 阿那含, 阿羅漢, 聲聞, 辟支佛) and are often verbose and repetitive. The verse sections summarize the preceding prose, typically with five characters per line. The translation style is quite literal, often retaining the repetitive structures and terminology of the Indic original. Language is plain and functional, not ornate, and primarily uses spiritual terms (e.g., 'samādhi' 三昧 via '禪' or '三昧', or the transliterated names of stages of awakening) rather than purely factual Chinese equivalents. There is no evidence of indigenous Chinese philosophical concepts re-interpreting the Buddhist teachings, nor interlinear commentary or abbreviations. The direct address to Ananda ('阿難當知！') and the extensive repetition suggest an influence from oral transmission styles. Sentence subjects are frequently explicit, especially for the main actor (Bodhisattva), although some simpler clauses omit them. The particle 諸 (zhu) is widely used to indicate plural forms. Tense is generally unspecified, as is common in Classical Chinese Buddhist texts, relying on context rather than explicit grammatical marking.",
廣博嚴淨經,T 268 (4),mixed,5,literary,literal,plain,verbose,False,spiritual,False,False,True,True,explicit,True,unspecified,False,False,False,"The translation style leans towards literalness, evident in the direct rendering of Sanskrit terms such as '菩薩摩訶薩' (Bodhisattva Mahasattva) and '阿耨多羅三藐三菩提' (Anuttara-samyak-sambodhi). The text also includes an explicit interlinear commentary, '(天竺正音不生與今日音同也)' (In the correct pronunciation of India, 'not born' and 'today' sound the same), highlighting an effort to retain the nuances and potential wordplay of the original Indic language. This focus on phonetic and semantic fidelity points to a literal translation approach. The tone is deeply spiritual, focusing on advanced Buddhist doctrines and the subtle interpretation of 'secret language' (密語) by Manjushri, which clarifies Buddhist concepts within their original philosophical framework rather than reinterpreting them through indigenous Chinese philosophies. The repetitive phrasing for narrative descriptions and ritual actions, along with direct address formulas like '阿難當知！' (Ananda, you should know!), are characteristic features suggesting elements of oral transmission. Sentence subjects are frequently stated, especially in dialogue and when introducing new actors, making the subject indication relatively explicit for a classical Chinese text.",
廣博嚴淨經,T 268 (5),mixed,5,literary,literal,plain,verbose,False,spiritual,False,False,False,True,implicit,True,unspecified,False,False,False,"The text is predominantly prose, interspersed with numerous verse (gāthā) sections, typically composed of five-syllable lines. The translation style exhibits characteristics common in early Chinese Buddhist translations from Indic languages, leaning towards a literal rendering of the source text. This is evident in the frequent repetition of phrases and the consistent use of specific terminology, which can make the Chinese text verbose. The language is literary and plain, focused on conveying profound spiritual concepts directly, rather than using ornate embellishments or modern vernacular. There is no evidence of indigenous Chinese philosophical concepts being used for interpretation, nor are there any Chinese idioms, abbreviations, or interlinear commentaries. The narrative structure, including frequent '爾時' (at that time) and Q&A formats, along with repetition, strongly suggests signs of oral transmission. Sentence subjects are often left implicit, relying on context, and tense is generally unspecified. The character '諸' (zhu) is consistently used to denote plural forms.",
廣博嚴淨經,T 268 (6),mixed,5,literary,literal,plain,verbose,False,spiritual,False,False,False,True,implicit,True,unspecified,False,False,False,"The text is a mix of prose and verse. The verse sections predominantly follow a five-syllable-per-line structure, while prose sections have varying lengths. The language is classical Chinese, characteristic of early Buddhist translations, and tends to be literal, often reflecting the structure of the Indic source text. Repetitive phrases and a consistent question-and-answer format are present, suggesting an influence from oral transmission. The language is generally plain, focusing on conveying doctrine rather than ornate literary style. It leans towards verbose wording due to reiterations and detailed listings. The tone is spiritual, frequently employing Sanskrit transliterations for key Buddhist concepts alongside their Chinese semantic equivalents. The plural marker 諸 (zhu) is widely used. Tense is largely unspecified, relying on context.",
賢愚經,T 202 (1),mixed,5,literary,fluent,plain,verbose,False,spiritual,False,False,False,True,explicit,True,unspecified,False,False,False,"The text is a collection of Jātaka (past life) and Avadāna (legendary) stories, typical of early Chinese Buddhist narrative collections. The style is largely narrative prose, frequently interspersed with gāthās (verses) that summarize teachings or key events. The translation aims for clarity and fluency in Chinese, making the narratives accessible. While the language is literary and formal, it avoids excessive ornamentation, focusing on conveying the ethical and spiritual lessons through detailed, sometimes verbose, storytelling. The presence of recurring phrases and direct address like ""如是我聞"" and ""佛告阿難"" suggests characteristics of oral transmission. Buddhist concepts are presented with their original spiritual terminology, without significant reinterpretation into indigenous Chinese philosophical frameworks. The ethical emphasis, particularly on self-sacrifice and filial piety, resonates with Confucian values but is presented within a distinctly Buddhist karmic and soteriological context.",
