term,term_introduced_by,document_frequency
六明分想,"Guṇabhadra, Baoyun, Puti, and Fayong",1
惡見經論言說,"Guṇabhadra, Baoyun, Puti, and Fayong",1
億煩惱魔,"Guṇabhadra, Baoyun, Puti, and Fayong",1
空亂意眾生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
火種居士,"Guṇabhadra, Baoyun, Puti, and Fayong",1
諸根迷亂,"Guṇabhadra, Baoyun, Puti, and Fayong",1
自覺聖智相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
優藍弗仙人,"Guṇabhadra, Baoyun, Puti, and Fayong",1
繫念正觀身,"Guṇabhadra, Baoyun, Puti, and Fayong",1
必定正覺,"Guṇabhadra, Baoyun, Puti, and Fayong",1
諸識永滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
隨六喜行,"Guṇabhadra, Baoyun, Puti, and Fayong",1
等高際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
幻惑欺誑者,"Guṇabhadra, Baoyun, Puti, and Fayong",1
慈心廣宣化,"Guṇabhadra, Baoyun, Puti, and Fayong",1
瞻婆國竭伽池側,"Guṇabhadra, Baoyun, Puti, and Fayong",1
度有岸,"Guṇabhadra, Baoyun, Puti, and Fayong",1
實際身,"Guṇabhadra, Baoyun, Puti, and Fayong",1
滅熾然法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
未起正見令起,"Guṇabhadra, Baoyun, Puti, and Fayong",1
陀羅驃摩羅子,"Guṇabhadra, Baoyun, Puti, and Fayong",1
摩那提那長者,"Guṇabhadra, Baoyun, Puti, and Fayong",1
純一出離之處,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無食無食念,"Guṇabhadra, Baoyun, Puti, and Fayong",1
難度難可忍,"Guṇabhadra, Baoyun, Puti, and Fayong",1
手足相指長勝於餘人,"Guṇabhadra, Baoyun, Puti, and Fayong",1
福風不能吹,"Guṇabhadra, Baoyun, Puti, and Fayong",1
出要智慧,"Guṇabhadra, Baoyun, Puti, and Fayong",1
建惡魔幢,"Guṇabhadra, Baoyun, Puti, and Fayong",1
乘智往生彼,"Guṇabhadra, Baoyun, Puti, and Fayong",1
出厭離,"Guṇabhadra, Baoyun, Puti, and Fayong",1
選擇分別思惟,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無所有入處界,"Guṇabhadra, Baoyun, Puti, and Fayong",1
食不盡相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
生死趣有輪,"Guṇabhadra, Baoyun, Puti, and Fayong",1
爾炎障,"Guṇabhadra, Baoyun, Puti, and Fayong",1
摩頭息揵大摩那婆先,"Guṇabhadra, Baoyun, Puti, and Fayong",1
見聞覺識俱,"Guṇabhadra, Baoyun, Puti, and Fayong",1
妄想隨入現,"Guṇabhadra, Baoyun, Puti, and Fayong",1
離兜,"Guṇabhadra, Baoyun, Puti, and Fayong",1
離諸惱苦,"Guṇabhadra, Baoyun, Puti, and Fayong",1
殊勝廣大功德,"Guṇabhadra, Baoyun, Puti, and Fayong",1
菩薩解脫忍,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有餘清淨,"Guṇabhadra, Baoyun, Puti, and Fayong",1
戒為滿足,"Guṇabhadra, Baoyun, Puti, and Fayong",1
欲愛住地,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無有限齊時住,"Guṇabhadra, Baoyun, Puti, and Fayong",1
魔魔縛,"Guṇabhadra, Baoyun, Puti, and Fayong",1
五養,"Guṇabhadra, Baoyun, Puti, and Fayong",1
鹿住優婆夷,"Guṇabhadra, Baoyun, Puti, and Fayong",1
方便上煩惱,"Guṇabhadra, Baoyun, Puti, and Fayong",1
正受愛愚,"Guṇabhadra, Baoyun, Puti, and Fayong",1
池譬,"Guṇabhadra, Baoyun, Puti, and Fayong",1
滅除一切使,"Guṇabhadra, Baoyun, Puti, and Fayong",1
如來性水,"Guṇabhadra, Baoyun, Puti, and Fayong",1
樂見賢聖,"Guṇabhadra, Baoyun, Puti, and Fayong",1
愛念天女,"Guṇabhadra, Baoyun, Puti, and Fayong",1
穢污樂於心,"Guṇabhadra, Baoyun, Puti, and Fayong",1
常樂於捨,"Guṇabhadra, Baoyun, Puti, and Fayong",1
增上慧淨,"Guṇabhadra, Baoyun, Puti, and Fayong",1
鈍根無知,"Guṇabhadra, Baoyun, Puti, and Fayong",1
大乘味,"Guṇabhadra, Baoyun, Puti, and Fayong",1
一切行滅盡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
諸障閡分,"Guṇabhadra, Baoyun, Puti, and Fayong",1
乞食功德,"Guṇabhadra, Baoyun, Puti, and Fayong",1
漏盡子之上,"Guṇabhadra, Baoyun, Puti, and Fayong",1
短頌,"Guṇabhadra, Baoyun, Puti, and Fayong",1
口蛇行,"Guṇabhadra, Baoyun, Puti, and Fayong",1
內外心心觀,"Guṇabhadra, Baoyun, Puti, and Fayong",1
朽壞身,"Guṇabhadra, Baoyun, Puti, and Fayong",1
愛欲所不染,"Guṇabhadra, Baoyun, Puti, and Fayong",1
覺想思惟,"Guṇabhadra, Baoyun, Puti, and Fayong",1
通達現法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
仙人上首,"Guṇabhadra, Baoyun, Puti, and Fayong",1
障閡之分,"Guṇabhadra, Baoyun, Puti, and Fayong",1
滿法際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
害諸有怨結,"Guṇabhadra, Baoyun, Puti, and Fayong",1
直日住守,"Guṇabhadra, Baoyun, Puti, and Fayong",1
諸有蓋,"Guṇabhadra, Baoyun, Puti, and Fayong",1
心意增上安隱,"Guṇabhadra, Baoyun, Puti, and Fayong",1
領群特,"Guṇabhadra, Baoyun, Puti, and Fayong",1
常清淨無相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
貪恚覺,"Guṇabhadra, Baoyun, Puti, and Fayong",1
安隱盡諸漏,"Guṇabhadra, Baoyun, Puti, and Fayong",1
結戀,"Guṇabhadra, Baoyun, Puti, and Fayong",1
於諸世間無所攝受,"Guṇabhadra, Baoyun, Puti, and Fayong",1
趣向際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
世法母,"Guṇabhadra, Baoyun, Puti, and Fayong",1
滿足三昧禪,"Guṇabhadra, Baoyun, Puti, and Fayong",1
消盡寂滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
知心善解脫,"Guṇabhadra, Baoyun, Puti, and Fayong",1
鞞羅磨聚落,"Guṇabhadra, Baoyun, Puti, and Fayong",1
深著難可度,"Guṇabhadra, Baoyun, Puti, and Fayong",1
心得寂止息,"Guṇabhadra, Baoyun, Puti, and Fayong",1
斷除一切愛,"Guṇabhadra, Baoyun, Puti, and Fayong",1
薩羅小流注,"Guṇabhadra, Baoyun, Puti, and Fayong",1
諸行寂滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
涅槃向背思惟愚,"Guṇabhadra, Baoyun, Puti, and Fayong",1
當有所斷,"Guṇabhadra, Baoyun, Puti, and Fayong",1
善惡果自受,"Guṇabhadra, Baoyun, Puti, and Fayong",1
常作戒,"Guṇabhadra, Baoyun, Puti, and Fayong",1
轉向苦邊,"Guṇabhadra, Baoyun, Puti, and Fayong",1
彼岸際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
群聚習俗睡眠,"Guṇabhadra, Baoyun, Puti, and Fayong",1
爾炎識,"Guṇabhadra, Baoyun, Puti, and Fayong",1
正直平等道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
退其大義,"Guṇabhadra, Baoyun, Puti, and Fayong",1
諸佛常住甚深經典,"Guṇabhadra, Baoyun, Puti, and Fayong",1
受生般涅槃,"Guṇabhadra, Baoyun, Puti, and Fayong",1
度世間彼岸,"Guṇabhadra, Baoyun, Puti, and Fayong",1
如來藏智,"Guṇabhadra, Baoyun, Puti, and Fayong",1
剎那間意識境界,"Guṇabhadra, Baoyun, Puti, and Fayong",1
覺諸想起,"Guṇabhadra, Baoyun, Puti, and Fayong",1
已觀察者,"Guṇabhadra, Baoyun, Puti, and Fayong",1
拘尸迦,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無邊功德光明吉如來,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不還更受身,"Guṇabhadra, Baoyun, Puti, and Fayong",1
上止際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
乘出道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無相心正受,"Guṇabhadra, Baoyun, Puti, and Fayong",1
女人梵行垢,"Guṇabhadra, Baoyun, Puti, and Fayong",1
究竟際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
生死已永盡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
少分涅槃,"Guṇabhadra, Baoyun, Puti, and Fayong",1
宿命憶念智,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無次第生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
安消而保壽,"Guṇabhadra, Baoyun, Puti, and Fayong",1
毘樓匐叉天王,"Guṇabhadra, Baoyun, Puti, and Fayong",1
證諸覺想,"Guṇabhadra, Baoyun, Puti, and Fayong",1
獲福利豐多,"Guṇabhadra, Baoyun, Puti, and Fayong",1
出不出法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
大映障,"Guṇabhadra, Baoyun, Puti, and Fayong",1
大德稱於世,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無間慧,"Guṇabhadra, Baoyun, Puti, and Fayong",1
惱迫,"Guṇabhadra, Baoyun, Puti, and Fayong",1
布施福事,"Guṇabhadra, Baoyun, Puti, and Fayong",1
飛蠅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
照明顯正法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
依怙際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無量空入處想,"Guṇabhadra, Baoyun, Puti, and Fayong",1
謗聖獄,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不他取戒,"Guṇabhadra, Baoyun, Puti, and Fayong",1
空一切入處,"Guṇabhadra, Baoyun, Puti, and Fayong",1
非思量境界,"Guṇabhadra, Baoyun, Puti, and Fayong",1
貪瞋嫉慢,"Guṇabhadra, Baoyun, Puti, and Fayong",1
群則眠覺,"Guṇabhadra, Baoyun, Puti, and Fayong",1
定趣三菩提,"Guṇabhadra, Baoyun, Puti, and Fayong",1
識浪不斷,"Guṇabhadra, Baoyun, Puti, and Fayong",1
為養活故,"Guṇabhadra, Baoyun, Puti, and Fayong",1
究竟離垢,"Guṇabhadra, Baoyun, Puti, and Fayong",1
諸漏永滅盡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
菩提道場樹,"Guṇabhadra, Baoyun, Puti, and Fayong",1
轉向善趣,"Guṇabhadra, Baoyun, Puti, and Fayong",1
八道饒益,"Guṇabhadra, Baoyun, Puti, and Fayong",1
真實淨心所恭敬者,"Guṇabhadra, Baoyun, Puti, and Fayong",1
外道異學尼揵子輩,"Guṇabhadra, Baoyun, Puti, and Fayong",1
憂悲稱怨,"Guṇabhadra, Baoyun, Puti, and Fayong",1
賢聖弟子僧,"Guṇabhadra, Baoyun, Puti, and Fayong",1
禪伏煩惱,"Guṇabhadra, Baoyun, Puti, and Fayong",1
陀羅驃形處橫法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
長苦仙,"Guṇabhadra, Baoyun, Puti, and Fayong",1
魔趣,"Guṇabhadra, Baoyun, Puti, and Fayong",1
輕仙上昇,"Guṇabhadra, Baoyun, Puti, and Fayong",1
觀上煩惱,"Guṇabhadra, Baoyun, Puti, and Fayong",1
金山常住,"Guṇabhadra, Baoyun, Puti, and Fayong",1
一向記說,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不苦方便,"Guṇabhadra, Baoyun, Puti, and Fayong",1
癡俱生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
樂報之寶藏,"Guṇabhadra, Baoyun, Puti, and Fayong",1
為魔所牽,"Guṇabhadra, Baoyun, Puti, and Fayong",1
信能度諸流,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無起無盡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
婆休難提,"Guṇabhadra, Baoyun, Puti, and Fayong",1
卑床草蓐,"Guṇabhadra, Baoyun, Puti, and Fayong",1
法之真子,"Guṇabhadra, Baoyun, Puti, and Fayong",1
心行息入息,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無為為樂,"Guṇabhadra, Baoyun, Puti, and Fayong",1
疑養,"Guṇabhadra, Baoyun, Puti, and Fayong",1
掩障諸魔,"Guṇabhadra, Baoyun, Puti, and Fayong",1
寂滅正受住,"Guṇabhadra, Baoyun, Puti, and Fayong",1
外道論惡見,"Guṇabhadra, Baoyun, Puti, and Fayong",1
超越見,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不信之施,"Guṇabhadra, Baoyun, Puti, and Fayong",1
般涅盤,"Guṇabhadra, Baoyun, Puti, and Fayong",1
人身極難得,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有愛住地,"Guṇabhadra, Baoyun, Puti, and Fayong",1
護法天人,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無餘行滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無依三昧禪,"Guṇabhadra, Baoyun, Puti, and Fayong",1
卑趣,"Guṇabhadra, Baoyun, Puti, and Fayong",1
色想寂滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
恒際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
攝歛諸根,"Guṇabhadra, Baoyun, Puti, and Fayong",1
漏盡般涅槃,"Guṇabhadra, Baoyun, Puti, and Fayong",1
清淨廣解脫,"Guṇabhadra, Baoyun, Puti, and Fayong",1
所治過,"Guṇabhadra, Baoyun, Puti, and Fayong",1
恚俱生,"Guṇabhadra, Baoyun, Puti, and Fayong",1
遠離於貪欲,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不更受諸有,"Guṇabhadra, Baoyun, Puti, and Fayong",1
瞻視顯法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
他世陰,"Guṇabhadra, Baoyun, Puti, and Fayong",1
調伏世間憂悲,"Guṇabhadra, Baoyun, Puti, and Fayong",1
事相計著相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
信於正法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
俗數法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
七地住菩薩,"Guṇabhadra, Baoyun, Puti, and Fayong",1
非無他世死,"Guṇabhadra, Baoyun, Puti, and Fayong",1
沈溺老病死憂悲惱苦,"Guṇabhadra, Baoyun, Puti, and Fayong",1
十力之功德,"Guṇabhadra, Baoyun, Puti, and Fayong",1
覺法度疑,"Guṇabhadra, Baoyun, Puti, and Fayong",1
淨心隨喜,"Guṇabhadra, Baoyun, Puti, and Fayong",1
習眾惡行,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有食念,"Guṇabhadra, Baoyun, Puti, and Fayong",1
迷魅愚夫心,"Guṇabhadra, Baoyun, Puti, and Fayong",1
色生造及所造,"Guṇabhadra, Baoyun, Puti, and Fayong",1
自持戒事,"Guṇabhadra, Baoyun, Puti, and Fayong",1
超越我我所,"Guṇabhadra, Baoyun, Puti, and Fayong",1
色愛住地,"Guṇabhadra, Baoyun, Puti, and Fayong",1
大千界藏,"Guṇabhadra, Baoyun, Puti, and Fayong",1
生自覺智,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無相思惟方便行愚,"Guṇabhadra, Baoyun, Puti, and Fayong",1
耳觸生受,"Guṇabhadra, Baoyun, Puti, and Fayong",1
牟尼道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
見淨斷,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無妨礙遊戲,"Guṇabhadra, Baoyun, Puti, and Fayong",1
剎那善心,"Guṇabhadra, Baoyun, Puti, and Fayong",1
十大受,"Guṇabhadra, Baoyun, Puti, and Fayong",1
現法愛斷,"Guṇabhadra, Baoyun, Puti, and Fayong",1
上波羅提木叉學,"Guṇabhadra, Baoyun, Puti, and Fayong",1
斷有餘集,"Guṇabhadra, Baoyun, Puti, and Fayong",1
習近邪道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
耆婆拘摩羅藥師菴羅園,"Guṇabhadra, Baoyun, Puti, and Fayong",1
濤波惑,"Guṇabhadra, Baoyun, Puti, and Fayong",1
住地諸菩薩,"Guṇabhadra, Baoyun, Puti, and Fayong",1
解脫淨斷,"Guṇabhadra, Baoyun, Puti, and Fayong",1
如實正慧知見,"Guṇabhadra, Baoyun, Puti, and Fayong",1
尸婆弗多羅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
聞持愚,"Guṇabhadra, Baoyun, Puti, and Fayong",1
正信心不二,"Guṇabhadra, Baoyun, Puti, and Fayong",1
依六離貪著喜,"Guṇabhadra, Baoyun, Puti, and Fayong",1
饒益心不廢捨,"Guṇabhadra, Baoyun, Puti, and Fayong",1
波旬起微惡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
成性自性,"Guṇabhadra, Baoyun, Puti, and Fayong",1
出要離欲覺,"Guṇabhadra, Baoyun, Puti, and Fayong",1
滅除掉悔蓋,"Guṇabhadra, Baoyun, Puti, and Fayong",1
誹謗相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
現法防護有漏,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無減知,"Guṇabhadra, Baoyun, Puti, and Fayong",1
焰摩迦修多羅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
入法朋中,"Guṇabhadra, Baoyun, Puti, and Fayong",1
戒俱三昧禪,"Guṇabhadra, Baoyun, Puti, and Fayong",1
正受現法安樂住,"Guṇabhadra, Baoyun, Puti, and Fayong",1
斷愛結縛,"Guṇabhadra, Baoyun, Puti, and Fayong",1
淳修梵行,"Guṇabhadra, Baoyun, Puti, and Fayong",1
曠世時時得生聖處,"Guṇabhadra, Baoyun, Puti, and Fayong",1
境生染,"Guṇabhadra, Baoyun, Puti, and Fayong",1
兇心,"Guṇabhadra, Baoyun, Puti, and Fayong",1
前際無知,"Guṇabhadra, Baoyun, Puti, and Fayong",1
未觀察者,"Guṇabhadra, Baoyun, Puti, and Fayong",1
安住正念正智,"Guṇabhadra, Baoyun, Puti, and Fayong",1
曉了有餘境,"Guṇabhadra, Baoyun, Puti, and Fayong",1
央掘利魔羅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
微密深妙慧,"Guṇabhadra, Baoyun, Puti, and Fayong",1
精進斷不善法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
前後昇降,"Guṇabhadra, Baoyun, Puti, and Fayong",1
受有者苦,"Guṇabhadra, Baoyun, Puti, and Fayong",1
伏癡際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
出要熱,"Guṇabhadra, Baoyun, Puti, and Fayong",1
跛驢心慧智相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
正受上煩惱,"Guṇabhadra, Baoyun, Puti, and Fayong",1
隨信增上,"Guṇabhadra, Baoyun, Puti, and Fayong",1
執劍大方廣經,"Guṇabhadra, Baoyun, Puti, and Fayong",1
為利出家,"Guṇabhadra, Baoyun, Puti, and Fayong",1
五欲因緣生念,"Guṇabhadra, Baoyun, Puti, and Fayong",1
智上煩惱,"Guṇabhadra, Baoyun, Puti, and Fayong",1
宗通,"Guṇabhadra, Baoyun, Puti, and Fayong",1
四法滿足,"Guṇabhadra, Baoyun, Puti, and Fayong",1
欲令正法久住心,"Guṇabhadra, Baoyun, Puti, and Fayong",1
現法作證,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無漏不盡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
即此見,"Guṇabhadra, Baoyun, Puti, and Fayong",1
法法相律,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無欲勤方便,"Guṇabhadra, Baoyun, Puti, and Fayong",1
長頌,"Guṇabhadra, Baoyun, Puti, and Fayong",1
埿犁殺慢墮,"Guṇabhadra, Baoyun, Puti, and Fayong",1
一切有餘盡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不堅之法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
禪上煩惱,"Guṇabhadra, Baoyun, Puti, and Fayong",1
妄想相攝受計著建立覺,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無斷際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
大師教法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不壞際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
厭捨於徒眾,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無作際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
行相愚,"Guṇabhadra, Baoyun, Puti, and Fayong",1
攝受梵行故,"Guṇabhadra, Baoyun, Puti, and Fayong",1
離諸有結,"Guṇabhadra, Baoyun, Puti, and Fayong",1
離四衢,"Guṇabhadra, Baoyun, Puti, and Fayong",1
信根離,"Guṇabhadra, Baoyun, Puti, and Fayong",1
宿命之業,"Guṇabhadra, Baoyun, Puti, and Fayong",1
淨戒業,"Guṇabhadra, Baoyun, Puti, and Fayong",1
拔刺根本愛,"Guṇabhadra, Baoyun, Puti, and Fayong",1
自他俱性無性,"Guṇabhadra, Baoyun, Puti, and Fayong",1
生死之徑路,"Guṇabhadra, Baoyun, Puti, and Fayong",1
十種不善法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
世間生滅智慧,"Guṇabhadra, Baoyun, Puti, and Fayong",1
自在幢王如來,"Guṇabhadra, Baoyun, Puti, and Fayong",1
迦闍尸利沙支提,"Guṇabhadra, Baoyun, Puti, and Fayong",1
純大苦聚集起,"Guṇabhadra, Baoyun, Puti, and Fayong",1
常行戒,"Guṇabhadra, Baoyun, Puti, and Fayong",1
生正厭離,"Guṇabhadra, Baoyun, Puti, and Fayong",1
上進功德,"Guṇabhadra, Baoyun, Puti, and Fayong",1
如來自性,"Guṇabhadra, Baoyun, Puti, and Fayong",1
大乘照明三昧,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無憂離垢句,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不正思惟方便,"Guṇabhadra, Baoyun, Puti, and Fayong",1
三種穌息處,"Guṇabhadra, Baoyun, Puti, and Fayong",1
非女男不男,"Guṇabhadra, Baoyun, Puti, and Fayong",1
信根沒,"Guṇabhadra, Baoyun, Puti, and Fayong",1
斷一切希望,"Guṇabhadra, Baoyun, Puti, and Fayong",1
惡不善隱覆,"Guṇabhadra, Baoyun, Puti, and Fayong",1
緣性自性,"Guṇabhadra, Baoyun, Puti, and Fayong",1
潛制令速滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
妻室修良,"Guṇabhadra, Baoyun, Puti, and Fayong",1
馳騁於世間,"Guṇabhadra, Baoyun, Puti, and Fayong",1
酥油委地,"Guṇabhadra, Baoyun, Puti, and Fayong",1
斷諸觸,"Guṇabhadra, Baoyun, Puti, and Fayong",1
捨離不取,"Guṇabhadra, Baoyun, Puti, and Fayong",1
他莫能恐怖,"Guṇabhadra, Baoyun, Puti, and Fayong",1
盲龜浮木,"Guṇabhadra, Baoyun, Puti, and Fayong",1
身行息入息,"Guṇabhadra, Baoyun, Puti, and Fayong",1
生死已永絕,"Guṇabhadra, Baoyun, Puti, and Fayong",1
餘身不相續,"Guṇabhadra, Baoyun, Puti, and Fayong",1
諸佛自願處相,"Guṇabhadra, Baoyun, Puti, and Fayong",1
五蓋多住,"Guṇabhadra, Baoyun, Puti, and Fayong",1
四雙八輩賢聖,"Guṇabhadra, Baoyun, Puti, and Fayong",1
三轉四諦十二行法輪,"Guṇabhadra, Baoyun, Puti, and Fayong",1
身和合界,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不起貪恚癡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
尼揵若提子,"Guṇabhadra, Baoyun, Puti, and Fayong",1
非荒亂,"Guṇabhadra, Baoyun, Puti, and Fayong",1
安住界,"Guṇabhadra, Baoyun, Puti, and Fayong",1
心法說第六,"Guṇabhadra, Baoyun, Puti, and Fayong",1
細微罪生大怖畏,"Guṇabhadra, Baoyun, Puti, and Fayong",1
修行滿足,"Guṇabhadra, Baoyun, Puti, and Fayong",1
法法相類,"Guṇabhadra, Baoyun, Puti, and Fayong",1
伏幻際,"Guṇabhadra, Baoyun, Puti, and Fayong",1
貪欲心不樂解脫,"Guṇabhadra, Baoyun, Puti, and Fayong",1
未穌息者令得穌息,"Guṇabhadra, Baoyun, Puti, and Fayong",1
係心三寶,"Guṇabhadra, Baoyun, Puti, and Fayong",1
捨除諸諦,"Guṇabhadra, Baoyun, Puti, and Fayong",1
迦微伽羅牟真隣陀林中,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無莊嚴想,"Guṇabhadra, Baoyun, Puti, and Fayong",1
彼彼空,"Guṇabhadra, Baoyun, Puti, and Fayong",1
欽婆羅上馬,"Guṇabhadra, Baoyun, Puti, and Fayong",1
正覺味,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無我者則無常,"Guṇabhadra, Baoyun, Puti, and Fayong",1
四種記論,"Guṇabhadra, Baoyun, Puti, and Fayong",1
依六離貪著憂,"Guṇabhadra, Baoyun, Puti, and Fayong",1
一切行起滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
無色界繫受,"Guṇabhadra, Baoyun, Puti, and Fayong",1
非現法樂,"Guṇabhadra, Baoyun, Puti, and Fayong",1
貪愛息無餘,"Guṇabhadra, Baoyun, Puti, and Fayong",1
群聚使斷,"Guṇabhadra, Baoyun, Puti, and Fayong",1
諸受根沒,"Guṇabhadra, Baoyun, Puti, and Fayong",1
想集,"Guṇabhadra, Baoyun, Puti, and Fayong",1
鍊金法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
苦自滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
隨死念,"Guṇabhadra, Baoyun, Puti, and Fayong",1
超度諸惡趣,"Guṇabhadra, Baoyun, Puti, and Fayong",1
哀受無畏無求,"Guṇabhadra, Baoyun, Puti, and Fayong",1
二障淨,"Guṇabhadra, Baoyun, Puti, and Fayong",1
破三有,"Guṇabhadra, Baoyun, Puti, and Fayong",1
我勝覺,"Guṇabhadra, Baoyun, Puti, and Fayong",1
俱相屬,"Guṇabhadra, Baoyun, Puti, and Fayong",1
不般涅槃示般涅槃,"Guṇabhadra, Baoyun, Puti, and Fayong",1
覺諸想住,"Guṇabhadra, Baoyun, Puti, and Fayong",1
開眼離塵冥,"Guṇabhadra, Baoyun, Puti, and Fayong",1
愚夫種性,"Guṇabhadra, Baoyun, Puti, and Fayong",1
斷諸逕路,"Guṇabhadra, Baoyun, Puti, and Fayong",1
向涅槃界,"Guṇabhadra, Baoyun, Puti, and Fayong",1
正妙法,"Guṇabhadra, Baoyun, Puti, and Fayong",1
報生佛,"Guṇabhadra, Baoyun, Puti, and Fayong",1
受集道跡,"Guṇabhadra, Baoyun, Puti, and Fayong",1
低舍羅絺多,"Guṇabhadra, Baoyun, Puti, and Fayong",1
沙門婆羅門淨行,"Guṇabhadra, Baoyun, Puti, and Fayong",1
開覺聲聞,"Guṇabhadra, Baoyun, Puti, and Fayong",1
鮮白梵行,"Guṇabhadra, Baoyun, Puti, and Fayong",1
天人救,"Guṇabhadra, Baoyun, Puti, and Fayong",1
第一義常身,"Guṇabhadra, Baoyun, Puti, and Fayong",1
心貪欲纏,"Guṇabhadra, Baoyun, Puti, and Fayong",1
有身集趣道,"Guṇabhadra, Baoyun, Puti, and Fayong",1
封滯,"Guṇabhadra, Baoyun, Puti, and Fayong",1
專修自業,"Guṇabhadra, Baoyun, Puti, and Fayong",1
生死道不轉,"Guṇabhadra, Baoyun, Puti, and Fayong",1
雙毒箭,"Guṇabhadra, Baoyun, Puti, and Fayong",1
世間離生滅,"Guṇabhadra, Baoyun, Puti, and Fayong",1
