CSZJJ,Taisho No.,prefix_a,prefix_lao,suffix_er,reduplicated_nouns,pronoun_qu,personal_pronoun_ta,personal_pronoun_yi,verb_dao,pronoun_zhe,notes,error
菩薩瓔珞本業經,T 1485,False,False,False,True,False,False,False,False,False,"The prefix 阿 (ā) is not used as a vernacular element, appearing only in transliterations like 阿僧祇 (asaṃkhyeya). The prefixes 老 (lǎo) and the suffix 兒 (ér) are not present. Reduplicated nouns are present, such as 光光 (guāngguāng), 念念 (niànniàn), 剎那剎那 (chànàchànà), 生生 (shēngshēng), and 心心 (xīnxīn). The personal pronouns 渠 (qú), 他 (tā), and 伊 (yī) are not found. The verb 道 (dào) meaning 'to say' is not used; '道' consistently refers to 'path' or 'doctrine.' The pronoun 這 (zhè) is not found.",
興起行經,T 197,False,False,False,False,False,False,False,True,False,"The text does not use the prefix 阿 ā (e.g., 阿媽), the prefix 老 lǎo (e.g., 老虎), the suffix 兒 ér (e.g., 花兒), reduplicated nouns (e.g., 寶寶), the second-person pronoun 渠 qú, the personal pronoun 他 tā (as 'he/she', only as 'other/another'), or the pronoun 這 zhè ('this'). It does, however, use the verb 道 dào in the sense of 'to say/state', specifically in the phrases '實如師所道' (truly as the master stated) and '我前向護喜作惡語道' (I previously spoke evil words to Huoxi).",
淨度三昧經,X 15,False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 ā as a vernacular element, only in transliterations such as 阿羅漢 (arhat) and 阿須倫 (asura). The prefix 老 lǎo is not used as a vernacular element; it appears as an adjective or part of compound words like '衰老' (aged) and '老病死' (old age, sickness, and death). The suffix 兒 ér is not found. Reduplicated nouns are present, for example, '事事快樂' (every single thing is joyful) and '各各官屬' (each and every official/retainer). The second-person pronoun 渠 qú is not used. The personal pronoun 他 tā is found, but consistently used in the sense of 'other' or 'others' (e.g., '他邦' (other lands), '他人' (others), '他衣食' (others' food and clothing)), not as a third-person singular pronoun 'he/she'. The personal pronoun 伊 yī is not found. The verb 道 dào is not used with the meaning 'to say'; instead, 言 (yán) or 曰 (yuē) are used for this purpose. The pronoun 這 zhè is not found; the text uses 是 (shì) for 'this' or 'that' instead.",
未曾有因經,T 688,False,False,False,False,False,False,False,False,False,,
摩訶摩耶經,T 383,False,False,True,False,False,False,False,True,False,,
那先經,T 1670A,False,False,True,False,False,False,False,False,False,,
舊譬喻經,T 206,False,True,True,True,False,False,False,True,False,"The text exhibits several vernacular elements. The prefix ""老"" is used in ""老公"", ""老獨母"", and ""老公嫗"". The suffix ""兒"" appears in ""小兒"", ""童子"", and ""牧羊兒"", and in ""橘子"". Reduplicated nouns are present, such as ""人人"" (everyone). The verb ""道"" is used in the sense of ""to say"" or ""to state"", for example, ""如經所道"" (as the sutra says) and ""師所常道者也"" (what the master always said). However, there is no use of the prefix ""阿"" outside of transliterations (e.g., 阿難, 阿育王), nor the second-person pronoun ""渠"" (he/she), nor the personal pronoun ""他"" (he/she), nor the personal pronoun ""伊"" (he/she) outside of transliterations (e.g., 伊利沙), nor the demonstrative pronoun ""這"" (this).",
大比丘威儀經,T 1470,False,False,False,False,False,False,False,False,False,"The text demonstrates a formal and archaic translation style, largely devoid of the specified vernacular elements. The prefix '阿' appears only in transliterated terms like '阿闍梨' (Acarya). The prefix '老', suffix '兒', reduplicated nouns, and vernacular pronouns '渠', '他' (as a personal pronoun), and '伊' are not present. The word '道' is used in its classical sense of 'path' or 'way' (e.g., '佛道', '道種'), and not as a vernacular verb meaning 'to say'; instead, '說' and '言' are used for 'to say' or 'to speak'. The demonstrative pronoun '這' is also absent.",
觀無量壽經,T 365,False,False,False,True,False,False,False,False,False,"The text displays a largely classical translation style. The prefix 阿 (ā) is used exclusively for transliterations (e.g., 阿彌陀, 阿闍世, 阿難). Neither the prefix 老 (lǎo) nor the suffix 兒 (ér) are present. Reduplicated nouns are found (e.g., 人人, 日日, 一一, 處處). The pronoun 渠 (qú) is absent. The pronoun 他 (tā) appears as 'other' in '捨身他世' but not as a personal pronoun 'he/she'. The personal pronoun 伊 (yī) is not used. The verb 'to say' is rendered by 說 (shuō), 言 (yán), 告 (gào), or 語 (yǔ), not 道 (dào). The pronoun 這 (zhè) is also absent.",
採華違王上佛授記妙華經,T 510,False,False,False,False,False,False,False,False,False,"The text does not contain any of the specified vernacular elements such as the prefixes 阿 (ā) or 老 (lǎo), the suffix 兒 (ér), reduplicated nouns, the pronouns 渠 (qú), 他 (tā), or 伊 (yī), the verb 道 (dào) for 'to say', or the pronoun 這 (zhè) for 'this'. The language leans towards a more classical Buddhist Chinese style.",
佛心總持經,T 154 (19),False,False,False,False,False,True,False,False,False,"The text uses 他 (tā) as a personal pronoun in '為他人講' (to explain to others). It does not use the prefix 阿 (ā) outside of transliterations, the prefix 老 (lǎo), the suffix 兒 (ér), reduplicated nouns, the pronoun 渠 (qú), the personal pronoun 伊 (yī), the verb 道 (dào) to mean 'to say', or the pronoun 這 (zhè).",
佛以三事笑經,T 152 (65),False,True,False,False,False,False,False,False,False,"The text largely adheres to a classical style. The only identified vernacular element is the use of the prefix 老 in '老翁'. Other features like the prefix 阿 (outside of transliteration like '阿難'), suffix 兒, reduplicated nouns, pronouns 渠, 他, 伊, the verb 道 meaning 'to say', and the pronoun 這 are not present in the text.",
作佛形像經,T 692,False,False,False,False,False,False,False,False,False,"The text, an early Chinese Buddhist translation, exhibits a largely classical or semi-classical style, characteristic of its era. No instances of the vernacular prefix 阿 (excluding transliterations like 阿彌陀佛), prefix 老, or suffix 兒 were found. Reduplicated nouns were not present. Additionally, vernacular pronouns such as 渠, 他, and 伊 were absent. The character 道 appears as part of nouns like '佛道' (Buddha-path) and '泥洹道' (Nirvana-path), but not as a verb meaning 'to say'. The vernacular pronoun 這 was also not used.",
千佛因緣經,T 426,False,False,False,False,False,True,False,False,False,"The text uses '他' (tā) as a pronoun for 'others' in the phrase '見他得樂' (seeing others attain happiness), which is a vernacular usage. However, it does not use '他' as a singular 'he/she' pronoun. The prefix '阿' (ā) appears, but only as part of transliterated names or terms (e.g., 阿難, 阿羅漢), not as a vernacular prefix. The prefix '老' (lǎo) appears in compounds like '老死' and '老病', which are fixed Buddhist terms, not vernacular prefixes to names. The suffix '兒' (ér) is not present. Reduplicated nouns are not found; only adverbial reduplications like '各各' and '日日' are used. The second-person pronoun '渠' (qú) is not used. The personal pronoun '伊' (yī) is not used. The verb '道' (dào) meaning 'to say' is not used; instead, '言' (yán), '白' (bái), '告' (gào), and '說' (shuō) are consistently employed. The pronoun '這' (zhè) is not used; '此' (cǐ) is used instead.",
稱揚諸佛功德經,T 434,False,False,False,True,False,False,False,False,False,"The text exhibits very few vernacular elements typically associated with later Chinese Buddhist translations or popular literature. The only notable vernacular element identified is the reduplication of the noun '日' (day) as '日日' (daily, everyday), which appears multiple times. Other potential vernacular markers like the prefix '阿' (not as transliteration), '老', suffix '兒', pronouns '渠', '他', '伊', or the verb '道' for 'to say' are not present. The use of '阿' is exclusively for transliterating Buddhist names (e.g., 阿閦, Akṣobhya) and thus does not count as a vernacular prefix.",
八部佛名經,T 429,False,False,False,False,False,False,False,False,False,"The text, a translation from the Northern Wei dynasty, exhibits a highly classical and formal style. None of the specified vernacular elements (prefix 阿, prefix 老, suffix 兒, reduplicated nouns, pronouns 渠, 他, 伊, 這, or the verb 道 for 'to say') are present, indicating a classical Chinese literary style typical of early Buddhist translations.",
賢劫千佛名經,T 447,False,False,False,True,False,True,False,False,False,"Prefixes 阿 (ā) and 老 (lǎo), and suffix 兒 (ér) are absent. 阿 (ā) appears only in transliterations. The pronoun 渠 (qú) and 這 (zhè) are not used. The verb 道 (dào) 'to say' is not present; 言 (yán) and 說言 (shuō yán) are used instead. However, reduplicated elements like 處處, 一一, and 生生世世 are present. The third-person pronoun 他 (tā) is used, for example, '他所守護' and '償他宿債'.",
觀藥王藥上二菩薩經,T 1161,False,False,False,False,False,False,False,False,False,,
請觀世音經,T 1043,False,False,False,True,False,False,False,False,False,"This text shows very few vernacular elements. The prefix 阿 (ā) is exclusively used for transliterations (e.g., 阿羅漢, 阿難), not as a vernacular prefix. The prefix 老 (lǎo) is not used in a vernacular manner; '老死' is a technical Buddhist term. The suffix 兒 (ér) appears, but only in its noun form meaning 'child' (e.g., 食兒鬼), not as a diminutive suffix. Reduplicated nouns are present, with '節節' (jiéjié) found in '節節疼痛'. The second-person pronoun 渠 (qú) is absent. The personal pronoun 他 (tā) is not used. The personal pronoun 伊 (yī) appears only within transliterated names (伊羅鉢) and not as a pronoun. The verb 道 (dào) meaning 'to say' is not present; instead, the text uses more classical forms like '告', '言', and '說'. The pronoun 這 (zhè) is also absent, with '此' (cǐ) used for 'this'.",
文殊師利般涅槃經,T 463,False,False,False,True,False,False,False,False,False,"The text, a Western Jin translation, shows limited vernacular elements. The prefix 阿 (ā) and 老 (lǎo) were not found as prefixes (阿 was only in transliterations like '阿難'). The suffix 兒 (ér) was absent. The pronoun 渠 (qú), the personal pronoun 他 (tā), and 伊 (yī) were not found. The verb 道 (dào) for 'to say' was not used; instead, '告言', '白言', '說', and '語' were employed. The pronoun 這 (zhè) was also absent, with '是' and '此' being used instead. However, the text does contain '生生之處', which is a clear example of a reduplicated element, indicating 'every life' or 'place after place'. This suggests a very early stage of vernacular influence, primarily through reduplication.",
無垢施菩薩分別應辯經,T 310 (33),False,False,False,False,False,False,False,False,False,"The text does not exhibit any of the specified vernacular elements. The prefix 阿 is exclusively used in transliterated proper nouns (e.g., 阿羅漢, 阿難). The prefix 老 and suffix 兒 are not present. Reduplicated nouns are not found. The pronoun 渠 is absent. The character 他 is used only in the sense of 'other' or 'others' (e.g., 他人, 他利養), not as the third-person personal pronoun 'he/she'. The personal pronoun 伊 is not found. The verb 'to say' is consistently rendered with classical terms such as 言, 謂, 答, 報, 語, 白, 告, or 曰, rather than 道. The pronoun 這 for 'this' is not used; instead, 此 is consistently employed. This indicates a more classical or formal translation style, typical of earlier Chinese Buddhist scriptures, rather than a vernacular one.",
無言菩薩經,T 397(6),False,False,True,False,False,False,False,False,False,"The text shows a predominantly classical style. The prefix 阿 (ā) is used only in transliterated Sanskrit terms (e.g., 阿耨多羅, 阿修羅, 阿難). The prefix 老 (lǎo) is not used. The suffix 兒 (ér) appears in '八歲兒' (eight-year-old child), which leans slightly towards vernacular usage. No reduplicated nouns were found. The pronoun 渠 (qú) is absent. The personal pronoun 他 (tā) is used in its classical sense meaning 'other' or 'another (person),' not as a third-person personal pronoun. The personal pronoun 伊 (yī) is not present. The verb 道 (dào) is consistently used as a noun meaning 'path' or 'way,' not as 'to say.' The pronoun 這 (zhè) is not found, with 是 (shì) being used instead for 'this/these.'",
異出菩薩本起經,T 188,False,False,False,False,False,False,False,True,False,,
大方廣菩薩十地經,T 308,False,False,False,False,False,False,False,False,False,"The text, a translation from the Northern Wei period, displays a highly classical and formal style, characteristic of early Buddhist sutra translations. It does not contain any of the specified vernacular elements. The prefix ""阿"" is exclusively used as part of transliterated terms (e.g., 阿羅漢, 阿耨多羅三藐三菩提心, 阿修羅, 阿惟越致), rather than as a native Chinese prefix. Speech is indicated by formal phrases such as ""白佛言"", ""告"", and ""答曰"", without the use of ""道"" as a verb for 'to say'. None of the other listed vernacular features (prefix 老, suffix 兒, reduplicated nouns, pronouns 渠 or 他 or 伊, or the pronoun 這) are present in the text.",
菩薩生地經,T 533,False,False,False,False,False,False,False,False,False,"The text, translated by Zhi Qian during the Wu dynasty, exhibits a classical Chinese style typical of early Buddhist translations. It does not contain any of the specified vernacular elements, such as the prefixes 阿 (except in transliterations) or 老, the suffix 兒, reduplicated nouns, or the pronouns 渠, 他, 伊, or 這. The verb 'to say' is expressed through classical terms like 言, 告, 語, 謂, 報, and 頌, rather than 道. This indicates a formal and archaic translation style, lacking the colloquial features of later vernacular Chinese.",
菩薩求佛本業經,T 282,False,False,False,False,False,False,False,False,False,"The text shows no clear instances of the specified vernacular elements. The character '阿' (a) is used exclusively in transliterated proper nouns (e.g., 阿羅漢, 阿須輪) and not as a prefix in native Chinese words. The character '他' (ta) appears only as part of the compound '他人' (other people), not as a standalone third-person singular personal pronoun 'he/she'. The verb '道' (dao) is consistently used as 'path' or 'way', and not in the vernacular sense of 'to say'; '言' is used instead. No occurrences of 老 (lao) as a prefix, 兒 (er) as a suffix, reduplicated nouns, or the pronouns 渠 (qu) or 這 (zhe) were found.",
菩薩受齋經,T 1502,False,False,True,False,False,False,False,False,False,"The character '阿' appears several times, but always as part of transliterated Buddhist names (e.g., 阿蕪陀, 阿彌陀, 阿闍梨), not as a vernacular prefix. The prefix '老' is not present. The suffix '兒' is present in the word '兒子' (son/child), indicating a vernacular element. No instances of reduplicated nouns (e.g., 媽媽, 人人) are found; '若干日、若干夜' involves reduplication for numeral-classifiers, not nouns, and '人民' is a compound. The second-person pronoun '渠' is not present. The personal pronoun '他' is not present. The personal pronoun '伊' is not present. The verb 'to say' is consistently rendered as '言', not '道'. The pronoun '這' is not present.",
菩薩以明離鬼妻經,T 152 (85),False,False,False,False,False,False,False,False,False,"The text exhibits very few of the queried vernacular elements. The prefix ""阿 ā"", suffix ""兒 ér"", second-person pronoun ""渠 qú"", personal pronouns ""他 tā"" and ""伊 yī"", and pronoun ""這 zhè"" are entirely absent. The character ""老 lǎo"" appears once as an adjective (""老而無嗣"" - old and without heir) but not as a prefix. The verb ""道 dào"" meaning 'to say' is not used; instead, the text consistently employs ""曰 yuē"". There are no instances of reduplicated nouns. Overall, the language maintains a classical, rather than vernacular, style in relation to these specific markers.",
六菩薩名經,T 491,False,False,False,False,False,False,False,False,False,,
迦葉赴佛泥洹經,T 393,False,True,False,False,False,False,False,False,False,"The prefix 阿 (ā) is used only in transliterated names (e.g., 阿那律, 阿須輪王), not as a vernacular prefix. The prefix 老 (lǎo) is used with a common noun, as in '老比丘', indicating age and serving as a vernacular prefix. The suffix 兒 (ér) is not found. There are no instances of reduplicated nouns. The second-person pronoun 渠 (qú), personal pronoun 他 (tā), and personal pronoun 伊 (yī) are not found. The verb 道 (dào) meaning 'to say' is not used; the text primarily uses '言', '告言', and '答言'. The pronoun 這 (zhè) is not found.",
迦葉責阿難雙度羅漢喻經,T 2027,False,False,False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā as a vernacular prefix; all instances are parts of transliterations (e.g., 阿羅漢, 阿那律, 阿難). The prefix 老 lǎo is not used in a vernacular sense (e.g., in 俗朽老, 老 means old, not a prefix). The suffix 兒 ér is not present; 子 is used instead for 'child' or 'disciple'. There are no reduplicated nouns; reduplicated adjectives (e.g., 善哉善哉) appear instead. The second-person pronoun 渠 qú is not found. The personal pronoun 他 tā is used as a third-person pronoun (e.g., 恨言他, 他犯他坐). The personal pronoun 伊 yī is not found. The verb 道 dào is not used to mean 'to say'; other verbs like 說, 曰, 謂, 報, 告, 白, 稱, and 答 are employed for speech, while 道 appears in terms related to 'the Way' or 'path' (e.g., 道術, 道樹, 異道). The pronoun 這 zhè is not found; 此 and 是 are used instead.",
摩訶迦葉度貧母經,T 497,False,True,False,False,False,False,False,False,False,"The text exhibits some vernacular elements, primarily through the consistent use of the prefix 老 (lǎo) in terms like 老母 (lǎomǔ) and 老公 (lǎogōng). However, it does not employ the prefix 阿 (ā) outside of transliterated proper nouns, nor does it use the suffix 兒 (ér). There are no instances of reduplicated nouns in the text. Furthermore, common vernacular pronouns such as 渠 (qú), 他 (tā), 伊 (yī), and 這 (zhè) are absent, with more classical forms like 此 (cǐ) or 是 (shì) being preferred. The verb 'to say' is expressed using forms like 言 (yán), 啟 (qǐ), 告 (gào), and 說 (shuō), but not 道 (dào). Overall, while some vernacular elements are present, the language leans more towards classical Buddhist translation style.",
阿難同學經,T 149,False,False,False,False,False,False,False,False,False,,
阿難問事佛吉凶經,T 492a,False,False,False,True,False,False,False,False,False,"All instances of the prefix 阿 are part of the transliterated name 阿難 (Ananda), not used as a vernacular prefix. The prefix 老 and suffix 兒 are not found. The reduplicated noun 世世 (shìshì) is found, as in ""世世受殃"". The pronoun 渠 is not found. The personal pronouns 他 and 伊 are not found. The verb 道 (dào) meaning ""to say"" is not used; instead, 言 (yán), 說 (shuō), and 告 (gào) are employed. The pronoun 這 is not found. The text largely retains a classical style with limited vernacular elements.",
迦旃延無常經,T 154 (17),False,False,False,False,False,False,False,False,False,"The text primarily uses classical or literary Chinese, characteristic of early Buddhist translations. No instances of the requested vernacular elements were found. The character 阿 (ā) appears only as part of the transliterated place name 阿和提國, not as a standalone prefix. The character 老 (lǎo) is used in the phrase 年少當老 (young will become old), functioning as a verb or adjective meaning 'to be old', rather than a prefix. There are no occurrences of the suffix 兒 (ér), reduplicated nouns, the pronoun 渠 (qú), the personal pronouns 他 (tā) or 伊 (yī), the verb 道 (dào) meaning 'to say', or the pronoun 這 (zhè).",
請賓頭盧法,T 1689,False,False,False,False,False,False,False,False,False,"The text displays a classical style with no clear instances of the specified vernacular elements. The character '阿' appears only in the transliterated term '阿羅漢'. '老' is used in '年老' (aged), not as a prefix. The text does not use '兒', '渠', '他', '伊', '這', '道' (meaning 'to say'), or reduplicated nouns.",
尊者薄拘羅經,T 26 (34),False,False,False,False,False,False,False,False,False,"The text exhibits a classical Chinese style, predominantly using '曰' and '語' for 'to say', and '此' for 'this'. No instances of prefix '阿' (as a vernacular prefix), prefix '老', suffix '兒', reduplicated nouns, pronouns '渠', '他', '伊', or the verb '道' for 'to say', or pronoun '這' were found. This suggests a relatively early translation style, predating the widespread adoption of these more vernacular elements in Buddhist texts.",
尊者瞿低迦獨一思惟經,T 99 (1091),False,False,False,False,False,False,False,False,False,"The text does not use the prefix 阿 ā outside of transliterations (e.g., 波旬, 牟尼). It also does not use the prefix 老 lǎo, the suffix 兒 ér, reduplicated nouns (e.g., 數數 is used as an adverb), the pronoun 渠 qú, the personal pronouns 他 tā or 伊 yī, the verb 道 dào for 'to say' (instead using expressions like '告' and '說'), or the pronoun 這 zhè (instead using '此' and '是'). These elements suggest a classical, rather than vernacular, translation style.",
優陀夷坐樹下寂靜調伏經,T 99 (253),False,False,False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) independently, only as part of the transliterated name 阿羅訶 (arhat). It does not use the prefix 老 (lǎo), the suffix 兒 (ér), or reduplicated nouns. The second-person pronoun 渠 (qú) is not present. The personal pronoun 他 (tā) is not used, with 彼 (bǐ) being used instead for 'he/she/they'. The personal pronoun 伊 (yī) is not found. The verb 'to say' is consistently rendered as 說 (shuō), not 道 (dào). The pronoun 'this' 這 (zhè) is also absent from the text. Overall, the text exhibits a formal, classical style rather than common vernacular elements.",
鴦掘髻經,T 119,False,False,False,False,False,False,False,False,False,"The text does not exhibit the requested vernacular elements. It consistently employs classical Chinese forms such as '彼' (pǐ) for 'he/she/they' instead of '他' (tā) or '伊' (yī), and '此' (cǐ) for 'this' instead of '這' (zhè). The verb 'to say' is rendered with terms like '說' (shuō), '語' (yǔ), '言' (yán), '告曰' (gào yuē), '白言' (bái yán), and '答言' (dá yán), rather than '道' (dào). There are no occurrences of the prefixes '阿' (ā) (excluding transliterations like 阿羅漢 and 阿練若) or '老' (lǎo), the suffix '兒' (ér), reduplicated nouns, or the pronoun '渠' (qú). This aligns with the expected translation style from the Western Jin dynasty, which predates the widespread incorporation of more colloquial elements into written Buddhist texts.",
浮彌經,T 26 (173),False,False,False,False,False,False,False,False,False,"The text does not exhibit any of the specified vernacular elements. It consistently uses classical forms for 'to say' such as '曰', '語', '告曰', '白曰', and '說', while '道' is used as a noun meaning 'the Way' or 'principle'. It does not contain the common vernacular personal pronouns '他' or '伊', nor the demonstrative pronoun '這'. The prefixes '阿' (not as part of a transliteration) and '老', the suffix '兒', and reduplicated nouns are also absent.",
難提釋經,T 113,False,False,False,False,False,False,False,False,False,,
調達教人為惡經,T 152 (69),False,False,False,False,False,False,False,False,False,"The text does not contain any of the specified vernacular elements, such as the prefixes 阿 (ā) or 老 (lǎo), the suffix 兒 (ér), reduplicated nouns, the pronouns 渠 (qú), 他 (tā), or 伊 (yī), the verb 道 (dào) meaning 'to say', or the pronoun 這 (zhè). The narration primarily uses 曰 (yuē) and 告 (gào) for speech, and 道 (dào) appears only in the sense of 'path' or 'teaching' (e.g., '吾道', '道教'). This suggests a classical or semi-classical style of translation, largely devoid of these particular vernacular markers.",
瞻婆比丘經,T 64,False,False,False,False,False,False,False,False,False,"The text, a Western Jin translation, exhibits no discernible vernacular elements from the provided list, maintaining a classical Buddhist Chinese style throughout.",
沙曷比丘功德,T 501,False,False,False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) in a vernacular sense, only in transliterations like 阿難 and 阿羅漢. It does not use the prefix 老 (lǎo), the suffix 兒 (ér) in a vernacular way (小兒 is a compound noun). Reduplicated nouns are not found. The pronoun 渠 (qú), personal pronouns 他 (tā) or 伊 (yī), and the pronoun 這 (zhè) are not present. The verb ‘to say’ is expressed with 言 (yán) or 報 (bào), not 道 (dào).",
分衛比丘經,T 154 (2),False,False,False,True,False,False,False,False,False,"The text employs several instances of reduplicated nouns/quantifiers, such as ""一一次第"" (one by one), ""數數"" (repeatedly), ""稍稍"" (gradually), and ""日日"" (daily), which are indicative of early vernacular Chinese. However, other specified vernacular elements like the prefix 阿 (not as transliteration), the prefix 老, the suffix 兒, the second-person pronoun 渠, the personal pronouns 他 and 伊, the verb 道 (to say), and the pronoun 這 are not present in this text. The text largely retains more classical forms for these functions.",
比丘各言志經,T 154 (16),False,False,False,False,False,True,False,False,False,"The text demonstrates a largely classical style. The prefix 阿 (ā) is used exclusively in transliterations of names (e.g., 阿難, 阿那律, 阿須倫), not as a vernacular prefix. The prefixes 老 (lǎo) and suffixes 兒 (ér) are absent. Reduplicated nouns are not present. The second-person pronoun 渠 (qú) is not used, nor is the pronoun 這 (zhè). The verb for 'to say' consistently uses 曰 (yuē), 告 (gào), or 說 (shuō), rather than the more vernacular 道 (dào). However, the personal pronoun 他 (tā) is present, notably in phrases like '勸他閑居' and '勸他人', which indicates a degree of vernacular influence.",
比丘疾病經,T 154 (26),False,False,False,True,False,False,False,False,False,"The text shows minimal vernacular elements. The prefix 阿 is present only as part of a transliterated name (阿難) and not as a standalone prefix. The prefixes 老 and suffixes 兒 are not used. Reduplicated adverbs/nouns are present with ""各各"" and ""展轉""/""轉轉"", indicating a minor vernacular tendency. The second-person pronoun 渠, personal pronouns 他 and 伊, and the pronoun 這 are not found. The verb 道 meaning 'to say' is also not used, with other verbs like 說, 白, 曰, 告, and 言 being preferred.",
比丘避女惡名欲自殺經,T 503,False,False,False,False,False,False,False,False,False,"The text, a Western Jin translation, does not exhibit the specified vernacular elements such as prefix 阿 (except as part of transliteration), prefix 老, suffix 兒, reduplicated nouns, pronouns 渠, 他 (used as 'he/she'), 伊, verb 道 ('to say'), or pronoun 這.",
佛為年少比丘說正事經,T 502,False,False,False,False,False,False,False,False,False,"The text, a Western Jin translation, displays a classical style with no clear instances of the requested vernacular elements. It consistently uses '此' (cǐ) for 'this' instead of '這' (zhè), and employs '說' (shuō) or '告' (gào) for 'to say' rather than '道' (dào). There are no instances of the prefixes '阿' (ā) or '老' (lǎo) (apart from '長老' as a compound), the suffix '兒' (ér), reduplicated nouns, or the personal pronouns '他' (tā), '伊' (yī), or '渠' (qú) as markers of vernacular Chinese. The overall language reflects a more formal, literary register typical of early Buddhist translations.",
長者子六過出家經,T 134,False,False,False,False,False,False,False,False,False,,
出家緣經,T 791,False,False,False,True,False,True,False,False,False,"The text does not use the prefix 阿 ā (other than in transliterated names), prefix 老 lǎo, suffix 兒 ér, pronoun 渠 qú, personal pronoun 伊 yī, verb 道 dào, or pronoun 這 zhè. It does contain the reduplicated noun 怨怨 and uses the personal pronoun 他 tā.",
瞿曇彌經,T 26 (116),False,False,False,False,False,False,False,False,False,"The text exhibits a classical and formal style, devoid of the requested vernacular elements. It consistently uses classical pronouns such as '此 (cǐ)' for 'this' and '彼 (bǐ)' for 'he/she/they', and formal verbs for 'to say' like '白曰 (bái yuē)', '告曰 (gào yuē)', and '語曰 (yǔ yuē)'. There are no instances of the prefix '阿 (ā)' not as a transliteration, the prefix '老 (lǎo)', the suffix '兒 (ér)', reduplicated nouns, or the vernacular pronouns '他 (tā)', '伊 (yī)', '渠 (qú)', or '這 (zhè)'. The verb '道 (dào)' meaning 'to say' is also absent.",
瞿曇彌記果經,T 60,False,True,False,False,False,False,False,False,False,,
佛母般泥洹經,T 145,False,False,False,False,False,False,False,False,False,"The text adheres to a more classical Buddhist translation style and does not contain the specified vernacular elements. It uses '吾' and '汝' for pronouns, and '曰', '言', '告', '說', '云' for verbs of saying. The character '阿' appears only as part of transliterated names (e.g., 阿難, 阿育王), not as a standalone prefix. The character '道' is consistently used to mean 'path' or 'truth', not as a verb 'to say'. No instances of prefix '老', suffix '兒', reduplicated nouns, pronouns '渠', '他', '伊', or '這' were found.",
比丘尼現變經,T 154 (43),False,False,False,True,False,False,False,False,False,"The text does not use the prefix 阿 ā (aside from transliteration in 舍衛), the prefix 老 lǎo, the suffix 兒 ér, the pronoun 渠 qú, the personal pronoun 他 tā, the personal pronoun 伊 yī, the verb 道 dào for 'to say', or the pronoun 這 zhè. It does use reduplicated nouns, specifically '世世' (shì shì).",
旃闍摩暴志謗佛經,T 154 (9),False,False,False,False,False,False,False,False,False,"The text exhibits a classical style, lacking the specified vernacular elements such as the prefix 阿 (ā) used non-transliteratively, the prefix 老 (lǎo), the suffix 兒 (ér), reduplicated nouns, the second-person pronoun 渠 (qú), the personal pronouns 他 (tā) and 伊 (yī), the verb 道 (dào) for 'to say', and the pronoun 這 (zhè). The text predominantly uses classical pronouns like 彼 (bǐ) and 此 (cǐ), and classical verbs for 'to say' like 說 (shuō) and 告 (gào).",
優波離問佛經,T 1466,False,False,False,False,False,False,False,False,False,,
沙彌威儀,T 1472,False,False,False,False,False,False,False,False,False,"This text, translated by Gunabhadra during the Song dynasty (referring to the Liu Song dynasty, 420-479 CE), exhibits a classical or semi-classical style common in early Chinese Buddhist translations. It does not contain the specified vernacular elements. The prefix 阿 (ā) is used only in transliterated terms like 阿闍梨, not as a general vernacular prefix. There are no instances of 老 (lǎo) as a prefix, 兒 (ér) as a suffix, or reduplicated nouns. The text uses classical pronouns such as 卿 (qīng) and 汝 (rǔ) (implied 'you'), and '人' (rén) for 'someone' or 'people', but not 他 (tā), 伊 (yī), 渠 (qú) as personal pronouns. The verb 'to say' is expressed with 說 (shuō) or 言 (yán), not 道 (dào). For the pronoun 'this', 是 (shì) is consistently used, rather than 這 (zhè).",
沙彌尼戒,T 1474,False,False,False,False,False,False,False,True,False,"The text contains one instance of '說道' (shuō dào) in '言輒說道' (0937b07), where '道' functions as a verb meaning 'to say', which is a vernacular element. No other specified vernacular elements were found. The term '赤子' (chìzǐ) uses '子' and not '兒' as a suffix.",
受十善戒經,T 1486,False,False,False,False,False,False,False,False,False,,
優婆塞五戒經,T 1503,False,False,False,True,False,True,False,False,False,"The text does not use the prefix 阿 (ā) as a standalone vernacular prefix; its occurrences are within transliterated Sanskrit terms like 阿蘭若 and 阿耨多羅三藐三菩提. The prefix 老 (lǎo) and the suffix 兒 (ér) are not present. Reduplicated nouns such as '生生' (life after life/existence after existence) and '種種' (kinds, various) are used. The second-person pronoun 渠 (qú) is absent. The personal pronoun 他 (tā) is frequently used (e.g., '自讚毀他', '他人', '使他惰罪', '不護他意'). The verb 'to say' is expressed using classical forms like '言' (yán) and '白' (bái), but not 道 (dào). The pronoun 這 (zhè) is not found.",
