czjj_no,title_zh,taisho_no,attribution,term,term_introduced_by
68,阿彌陀經,T 362 (1),,二十四願,
68,阿彌陀經,T 362 (1),,泥犁,Lokakṣema 
68,阿彌陀經,T 362 (1),,禽獸,Lokakṣema 
68,阿彌陀經,T 362 (1),,薜荔,Lokakṣema 
68,阿彌陀經,T 362 (1),,蓮華化生,
68,阿彌陀經,T 362 (1),,阿惟越致,Lokakṣema 
68,阿彌陀經,T 362 (1),,六波羅蜜經,
68,阿彌陀經,T 362 (1),,齋戒清淨,
68,阿彌陀經,T 362 (1),,佛道,Lokakṣema 
68,阿彌陀經,T 362 (1),,三十二相,Lokakṣema 
68,阿彌陀經,T 362 (1),,八十種好,Lokakṣema 
68,阿彌陀經,T 362 (1),,坐禪,Lokakṣema 
68,阿彌陀經,T 362 (1),,宿命,Lokakṣema 
68,阿彌陀經,T 362 (1),,泥洹,An Shigao
68,阿彌陀經,T 362 (1),,般泥洹,Lokakṣema 
68,阿彌陀經,T 362 (1),,道禁,
68,阿彌陀經,T 362 (1),,忍辱,An Shigao
68,阿彌陀經,T 362 (1),,精進,An Shigao
68,阿彌陀經,T 362 (1),,一心,An Shigao
68,阿彌陀經,T 362 (1),,智慧,Lokakṣema 
68,阿彌陀經,T 362 (1),,光明,Lokakṣema 
68,阿彌陀經,T 362 (1),,須彌山,Lokakṣema 
68,阿彌陀經,T 362 (1),,閻浮提地界,
68,阿彌陀經,T 362 (1),,七寶,An Shigao
68,阿彌陀經,T 362 (1),,忉利天,Lokakṣema 
68,阿彌陀經,T 362 (1),,阿須倫,Lokakṣema 
68,阿彌陀經,T 362 (1),,講堂精舍,
68,阿彌陀經,T 362 (1),,瓔珞,Lokakṣema 
68,阿彌陀經,T 362 (1),,摩尼珠,Lokakṣema 
68,阿彌陀經,T 362 (1),,化生,An Shigao
68,阿彌陀經,T 362 (1),,虛無之身,
68,阿彌陀經,T 362 (1),,善男子,Lokakṣema 
68,阿彌陀經,T 362 (1),,善女人,Lokakṣema 
68,阿彌陀經,T 362 (1),,經道,Zhi Qian
68,阿彌陀經,T 362 (1),,洞視徹聽,
68,阿彌陀經,T 362 (1),,經行,Lokakṣema 
68,阿彌陀經,T 362 (1),,須陀洹,Lokakṣema 
68,阿彌陀經,T 362 (1),,斯陀含,Lokakṣema 
68,阿彌陀經,T 362 (1),,阿那含,Lokakṣema 
68,阿彌陀經,T 362 (1),,恒水邊流沙,
68,阿彌陀經,T 362 (1),,四天下,Lokakṣema 
68,阿彌陀經,T 362 (1),,兜術天,Lokakṣema 
68,阿彌陀經,T 362 (1),,梵天,Lokakṣema 
68,阿彌陀經,T 362 (1),,佛智,Lokakṣema 
68,阿彌陀經,T 362 (1),,大師,Zhi Qian
68,阿彌陀經,T 362 (1),,道智,
68,阿彌陀經,T 362 (2),,佛,An Shigao
68,阿彌陀經,T 362 (2),,阿彌陀經,
68,阿彌陀經,T 362 (2),,居士,Lokakṣema 
68,阿彌陀經,T 362 (2),,阿逸菩薩,
68,阿彌陀經,T 362 (2),,菩薩,Lokakṣema 
68,阿彌陀經,T 362 (2),,阿彌陀佛國,
68,阿彌陀經,T 362 (2),,三輩,
68,阿彌陀經,T 362 (2),,沙門,An Shigao
68,阿彌陀經,T 362 (2),,無為,An Shigao
68,阿彌陀經,T 362 (2),,菩薩道,Lokakṣema 
68,阿彌陀經,T 362 (2),,六波羅蜜,Lokakṣema 
68,阿彌陀經,T 362 (2),,經戒,Lokakṣema 
68,阿彌陀經,T 362 (2),,慈心,Lokakṣema 
68,阿彌陀經,T 362 (2),,精進,An Shigao
68,阿彌陀經,T 362 (2),,阿羅漢,Lokakṣema 
68,阿彌陀經,T 362 (2),,七寶,An Shigao
68,阿彌陀經,T 362 (2),,蓮華中化生,
68,阿彌陀經,T 362 (2),,阿惟越致菩薩,
68,阿彌陀經,T 362 (2),,供養,An Shigao
68,阿彌陀經,T 362 (2),,智慧,Lokakṣema 
68,阿彌陀經,T 362 (2),,勇猛,
68,阿彌陀經,T 362 (2),,經道,Zhi Qian
68,阿彌陀經,T 362 (2),,分檀布施,
68,阿彌陀經,T 362 (2),,布施,An Shigao
68,阿彌陀經,T 362 (2),,佛經,An Shigao
68,阿彌陀經,T 362 (2),,佛寺,Lokakṣema 
68,阿彌陀經,T 362 (2),,塔,Lokakṣema 
68,阿彌陀經,T 362 (2),,散華,
68,阿彌陀經,T 362 (2),,燒香,An Shigao
68,阿彌陀經,T 362 (2),,然燈,An Shigao
68,阿彌陀經,T 362 (2),,齋戒,Zhi Qian
68,阿彌陀經,T 362 (2),,清淨,An Shigao
68,阿彌陀經,T 362 (2),,愛欲,An Shigao
68,阿彌陀經,T 362 (2),,忉利天上,Lokakṣema 
68,阿彌陀經,T 362 (2),,比丘僧,An Shigao
68,阿彌陀經,T 362 (2),,宿命,Lokakṣema 
68,阿彌陀經,T 362 (2),,惡道,An Shigao
68,阿彌陀經,T 362 (2),,威神,Lokakṣema 
68,阿彌陀經,T 362 (2),,功德,Lokakṣema 
68,阿彌陀經,T 362 (2),,泥洹,An Shigao
68,阿彌陀經,T 362 (2),,諸天,Lokakṣema 
68,阿彌陀經,T 362 (2),,禪定,An Shigao
68,阿彌陀經,T 362 (2),,殺生,Lokakṣema 
68,阿彌陀經,T 362 (2),,盜竊,
68,阿彌陀經,T 362 (2),,婬泆,
68,阿彌陀經,T 362 (2),,調欺,
68,阿彌陀經,T 362 (2),,飲酒,Zhi Qian
68,阿彌陀經,T 362 (2),,兩舌,An Shigao
68,阿彌陀經,T 362 (2),,惡口,An Shigao
68,阿彌陀經,T 362 (2),,妄言,An Shigao
68,阿彌陀經,T 362 (2),,嫉妬,Lokakṣema 
68,阿彌陀經,T 362 (2),,貪餮,
68,阿彌陀經,T 362 (2),,慳惜,
68,阿彌陀經,T 362 (2),,瞋怒,Zhi Qian
68,阿彌陀經,T 362 (2),,愚癡,An Shigao
68,阿彌陀經,T 362 (2),,嗜欲,
68,阿彌陀經,T 362 (2),,善男子,Lokakṣema 
68,阿彌陀經,T 362 (2),,善女人,Lokakṣema 
68,阿彌陀經,T 362 (2),,優婆塞,An Shigao
68,阿彌陀經,T 362 (2),,優婆夷,Lokakṣema 
68,阿彌陀經,T 362 (2),,道德,Zhi Qian
68,阿彌陀經,T 362 (2),,比丘,An Shigao
68,阿彌陀經,T 362 (2),,比丘尼,Lokakṣema 
68,阿彌陀經,T 362 (2),,佛土,
68,阿彌陀經,T 362 (2),,五惡道,
68,阿彌陀經,T 362 (2),,泥犁,Lokakṣema 
68,阿彌陀經,T 362 (2),,禽獸,Lokakṣema 
68,阿彌陀經,T 362 (2),,薜荔,Lokakṣema 
68,阿彌陀經,T 362 (2),,五道,An Shigao
68,阿彌陀經,T 362 (2),,劫,Lokakṣema 
68,阿彌陀經,T 362 (2),,五痛,
68,阿彌陀經,T 362 (2),,五燒,
68,阿彌陀經,T 362 (2),,五善,
68,阿彌陀經,T 362 (2),,神明記識,
68,阿彌陀經,T 362 (2),,煩滿,
68,阿彌陀經,T 362 (2),,天眼徹視,
68,阿彌陀經,T 362 (2),,阿那含道,Lokakṣema 
68,阿彌陀經,T 362 (2),,般泥洹,Lokakṣema 
68,阿彌陀經,T 362 (2),,龍,Lokakṣema 
68,阿彌陀經,T 362 (2),,鬼神,Lokakṣema 
465,月明童子經,T 169,,佛,An Shigao
465,月明童子經,T 169,,菩薩,Lokakṣema 
465,月明童子經,T 169,,比丘,An Shigao
465,月明童子經,T 169,,摩訶薩,Lokakṣema 
465,月明童子經,T 169,,法施,Lokakṣema 
465,月明童子經,T 169,,飯食施,
465,月明童子經,T 169,,無上正真道,Lokakṣema 
465,月明童子經,T 169,,善權方便,Lokakṣema 
465,月明童子經,T 169,,善知識,An Shigao
465,月明童子經,T 169,,禁戒,Kang Mengxiang
465,月明童子經,T 169,,布施,An Shigao
465,月明童子經,T 169,,阿僧祇劫,Lokakṣema 
465,月明童子經,T 169,,如來,An Shigao
465,月明童子經,T 169,,無所著,An Shigao
465,月明童子經,T 169,,等正覺,Lokakṣema 
465,月明童子經,T 169,,須陀洹道,Lokakṣema 
465,月明童子經,T 169,,斯陀含道,Lokakṣema 
465,月明童子經,T 169,,阿那含道,Lokakṣema 
465,月明童子經,T 169,,阿羅漢道,Lokakṣema 
465,月明童子經,T 169,,辟支佛道,Lokakṣema 
465,月明童子經,T 169,,梵天上,
465,月明童子經,T 169,,泥洹,An Shigao
465,月明童子經,T 169,,法,An Shigao
465,月明童子經,T 169,,三昧,Lokakṣema 
465,月明童子經,T 169,,慈心,Lokakṣema 
465,月明童子經,T 169,,哀心,
465,月明童子經,T 169,,悲心,Zhi Qian
465,月明童子經,T 169,,護心,Zhi Qian
465,月明童子經,T 169,,黠慧心,
465,月明童子經,T 169,,喜踊心,
465,月明童子經,T 169,,第一心,
465,月明童子經,T 169,,降九十六種道,
465,月明童子經,T 169,,貪婬,An Shigao
465,月明童子經,T 169,,瞋恚,An Shigao
465,月明童子經,T 169,,功德,Lokakṣema 
465,月明童子經,T 169,,度世苦,
465,月明童子經,T 169,,月明菩薩,
465,月明童子經,T 169,,羅閱祇,Lokakṣema 
465,月明童子經,T 169,,耆闍崛山,Lokakṣema 
465,月明童子經,T 169,,諦念願無上王如來,
465,月明童子經,T 169,,提和竭羅佛,Lokakṣema 
465,月明童子經,T 169,,彌勒菩薩,Lokakṣema 
465,月明童子經,T 169,,大道,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,佛說,An Shigao
70,義足經,T 198 (1),Zhi Qian,義足經,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,優婆塞,An Shigao
70,義足經,T 198 (1),Zhi Qian,佛,An Shigao
70,義足經,T 198 (1),Zhi Qian,舍衛國,An Shigao
70,義足經,T 198 (1),Zhi Qian,祇樹給孤獨園,An Shigao
70,義足經,T 198 (1),Zhi Qian,梵志,Kang Mengxiang
70,義足經,T 198 (1),Zhi Qian,比丘,An Shigao
70,義足經,T 198 (1),Zhi Qian,精舍,Kang Mengxiang
70,義足經,T 198 (1),Zhi Qian,沙門,An Shigao
70,義足經,T 198 (1),Zhi Qian,法,An Shigao
70,義足經,T 198 (1),Zhi Qian,諦,An Shigao
70,義足經,T 198 (1),Zhi Qian,偈,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,經法,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,布施,An Shigao
70,義足經,T 198 (1),Zhi Qian,持戒,An Shigao
70,義足經,T 198 (1),Zhi Qian,天徑,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,四諦,An Shigao
70,義足經,T 198 (1),Zhi Qian,第一溝港道,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,清信士,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,五戒,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,比丘僧,An Shigao
70,義足經,T 198 (1),Zhi Qian,閻浮利地,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,須彌,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,泥洹,An Shigao
70,義足經,T 198 (1),Zhi Qian,句參國,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,應真,Kang Mengxiang
70,義足經,T 198 (1),Zhi Qian,四禪,An Shigao
70,義足經,T 198 (1),Zhi Qian,三禪,An Shigao
70,義足經,T 198 (1),Zhi Qian,二禪,An Shigao
70,義足經,T 198 (1),Zhi Qian,一禪,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,山神,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,三世,An Shigao
70,義足經,T 198 (1),Zhi Qian,慧,An Shigao
70,義足經,T 198 (1),Zhi Qian,度海,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,有我,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,須陀利經,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,無想,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,忍,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,清信女,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,阿難,An Shigao
70,義足經,T 198 (1),Zhi Qian,宿命因緣,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,波私匿王,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,威神,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,邪漏,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,摩竭梵志經,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,解脫,An Shigao
70,義足經,T 198 (1),Zhi Qian,苦,An Shigao
70,義足經,T 198 (1),Zhi Qian,習,An Shigao
70,義足經,T 198 (1),Zhi Qian,證,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,福,An Shigao
70,義足經,T 198 (1),Zhi Qian,鏡面王經,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,癡冥,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,抱癡,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,老少俱死經,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,優檀經,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,生死,An Shigao
70,義足經,T 198 (1),Zhi Qian,識,An Shigao
70,義足經,T 198 (1),Zhi Qian,識神,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,彌勒,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,難經,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,王舍國,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,多鳥竹園,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,舍利弗,An Shigao
70,義足經,T 198 (1),Zhi Qian,大句私,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,律法,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,定意經,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,發道,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,淨法,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,除鬚髮,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,法衣,Kang Mengxiang
70,義足經,T 198 (1),Zhi Qian,精進行,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,正,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,邪,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,婬欲,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,癡根,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,漏戒,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,羅網,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,勇辭梵志經,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,墮沙國,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,師子座,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,不蘭迦葉,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,俱舍摩却梨子,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,先跪鳩墮羅知子,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,稽舍今陂梨,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,羅謂娑加遮延,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,尼焉若提子,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,六世尊,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,變,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,頻沙王,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,神足,An Shigao
70,義足經,T 198 (1),Zhi Qian,般識鬼將軍,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,沙彌,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,目揵蘭,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,十方,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,天人,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,攝神足,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,和夷鐵,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,頻來,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,不還,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,正覺,An Shigao
70,義足經,T 198 (1),Zhi Qian,妄語,An Shigao
70,義足經,T 198 (1),Zhi Qian,名色,An Shigao
70,義足經,T 198 (1),Zhi Qian,無所親,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,賢,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,摩因提女經,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,金色身,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,三十二相,Lokakṣema 
70,義足經,T 198 (1),Zhi Qian,婬意,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,邪婬,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,垢穢,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,六衰,An Shigao
70,義足經,T 198 (1),Zhi Qian,三界,An Shigao
70,義足經,T 198 (1),Zhi Qian,無所有,An Shigao
70,義足經,T 198 (1),Zhi Qian,空,An Shigao
70,義足經,T 198 (1),Zhi Qian,行禪,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,三不作,Zhi Qian
70,義足經,T 198 (1),Zhi Qian,世俗,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,佛,An Shigao
70,義足經,T 198 (2),Zhi Qian,義足經,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,優婆塞,An Shigao
70,義足經,T 198 (2),Zhi Qian,比丘,An Shigao
70,義足經,T 198 (2),Zhi Qian,應真,Kang Mengxiang
70,義足經,T 198 (2),Zhi Qian,義,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,度,An Shigao
70,義足經,T 198 (2),Zhi Qian,生胎滅盡,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,十方,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,天,An Shigao
70,義足經,T 198 (2),Zhi Qian,梵,An Shigao
70,義足經,T 198 (2),Zhi Qian,四天王,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,真人,Kang Mengxiang
70,義足經,T 198 (2),Zhi Qian,禮佛,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,偈,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,制意,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,眼根,An Shigao
70,義足經,T 198 (2),Zhi Qian,覺意,An Shigao
70,義足經,T 198 (2),Zhi Qian,邪連,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,無垢,Kang Mengxiang
70,義足經,T 198 (2),Zhi Qian,慧眼,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,歸,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,邪冥,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,轉生,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,天身,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,離患,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,梵志,Kang Mengxiang
70,義足經,T 198 (2),Zhi Qian,三十二大人相,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,法大衣,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,叉手,Kang Mengxiang
70,義足經,T 198 (2),Zhi Qian,慧,An Shigao
70,義足經,T 198 (2),Zhi Qian,癡,An Shigao
70,義足經,T 198 (2),Zhi Qian,諦,An Shigao
70,義足經,T 198 (2),Zhi Qian,顛倒,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,意識,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,想,An Shigao
70,義足經,T 198 (2),Zhi Qian,著,An Shigao
70,義足經,T 198 (2),Zhi Qian,戒,An Shigao
70,義足經,T 198 (2),Zhi Qian,欲,An Shigao
70,義足經,T 198 (2),Zhi Qian,邪見,An Shigao
70,義足經,T 198 (2),Zhi Qian,因緣,An Shigao
70,義足經,T 198 (2),Zhi Qian,痛,An Shigao
70,義足經,T 198 (2),Zhi Qian,解淨,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,異學,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,貪,An Shigao
70,義足經,T 198 (2),Zhi Qian,計度,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,釋,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,重擔,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,胎生盡,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,黠根,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,泥洹,An Shigao
70,義足經,T 198 (2),Zhi Qian,脫,An Shigao
70,義足經,T 198 (2),Zhi Qian,支體,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,善緣,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,慚羞,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,果,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,猗著,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,愛,An Shigao
70,義足經,T 198 (2),Zhi Qian,身復身,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,行,An Shigao
70,義足經,T 198 (2),Zhi Qian,至淨,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,生死,An Shigao
70,義足經,T 198 (2),Zhi Qian,思惟,An Shigao
70,義足經,T 198 (2),Zhi Qian,死生,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,罪,An Shigao
70,義足經,T 198 (2),Zhi Qian,福,An Shigao
70,義足經,T 198 (2),Zhi Qian,垢,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,覺,An Shigao
70,義足經,T 198 (2),Zhi Qian,無沾污,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,無為,An Shigao
70,義足經,T 198 (2),Zhi Qian,漏,An Shigao
70,義足經,T 198 (2),Zhi Qian,繫著,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,一心,An Shigao
70,義足經,T 198 (2),Zhi Qian,勝慧,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,無所住,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,因,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,淨行,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,名色,An Shigao
70,義足經,T 198 (2),Zhi Qian,智,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,正,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,法行,An Shigao
70,義足經,T 198 (2),Zhi Qian,凡人,Kang Mengxiang
70,義足經,T 198 (2),Zhi Qian,受取,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,捨,An Shigao
70,義足經,T 198 (2),Zhi Qian,王舍國,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,鬼將軍,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,如來,An Shigao
70,義足經,T 198 (2),Zhi Qian,正覺,An Shigao
70,義足經,T 198 (2),Zhi Qian,三活,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,無上,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,法樂,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,說戒,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,解罪,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,大淨,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,甘露,An Shigao
70,義足經,T 198 (2),Zhi Qian,八通道,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,禮敬,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,行意,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,有無,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,憎愛,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,無所有,An Shigao
70,義足經,T 198 (2),Zhi Qian,空,An Shigao
70,義足經,T 198 (2),Zhi Qian,念空,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,不與取,An Shigao
70,義足經,T 198 (2),Zhi Qian,無惱害,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,真行,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,愍哀,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,邪著,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,不欺,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,嫉,An Shigao
70,義足經,T 198 (2),Zhi Qian,無麤聲,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,不讒人,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,等心,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,行定,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,瞿曇,Kang Mengxiang
70,義足經,T 198 (2),Zhi Qian,痛苦盡,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,妙說,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,世,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,六造作,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,流,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,持具,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,德,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,無極度,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,欲世,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,色會,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,無沒淵,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,六向,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,樂,An Shigao
70,義足經,T 198 (2),Zhi Qian,無餘,An Shigao
70,義足經,T 198 (2),Zhi Qian,法施,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,世尊,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,大師,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,化作佛,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,化人,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,制念,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,大慧眼,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,證法,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,定,An Shigao
70,義足經,T 198 (2),Zhi Qian,攝眼,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,貪著,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,力行,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,宿,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,胞胎,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,不誠說,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,兩面辭,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,持戒,An Shigao
70,義足經,T 198 (2),Zhi Qian,麤邪,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,羞慚,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,蓮花色比丘尼,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,忉利天,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,夏月,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,波利質多樹,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,天王釋,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,閻浮利,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,賢者,An Shigao
70,義足經,T 198 (2),Zhi Qian,摩訶目犍連,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,舍衛,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,祇樹給孤獨園,An Shigao
70,義足經,T 198 (2),Zhi Qian,四輩,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,比丘尼,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,清信士,Lokakṣema 
70,義足經,T 198 (2),Zhi Qian,清信女,Zhi Qian
70,義足經,T 198 (2),Zhi Qian,正眼,Zhi Qian
