CSZJJ,Taisho No.,prefix_a,prefix_lao,suffix_er,reduplicated_nouns,pronoun_qu,personal_pronoun_ta,personal_pronoun_yi,notes,error
金光明經,T 663 (3),False,False,False,True,False,False,False,"The text uses reduplicated words like '在在處處' (everywhere), '日日' (daily), and '種種' (various kinds). However, it does not use the prefix 阿 (ā) outside of transliterated foreign words such as 阿耨多羅 or 阿脩羅. The prefix 老 (lǎo) is not used, appearing only as an adjective in '老耄'. The suffix 兒 (ér) is not used. The third-person pronoun 他 (tā) is not used in its vernacular sense (他 appears in '他方', meaning 'other places', and '勝他', meaning 'defeat others'). The second-person pronoun 渠 (qú) is also not found. The personal pronoun 伊 (yī) is not found.",
金光明經,T 663 (4),False,False,False,True,False,False,False,"The text exhibits one vernacular element: reduplicated nouns, specifically ""家家"" and ""人人"". The prefixes 阿 (ā) and 老 (lǎo) are not used in a vernacular sense (阿 appears only in transliterations, 老 appears as part of the compound ""老死""). The suffix 兒 (ér) is not present. The pronouns 渠 (qú) and 伊 (yī) are not found. The pronoun 他 (tā) appears, but always in the sense of ""other"" or ""another"" (e.g., ""被他屠殺""), not as a singular third-person personal pronoun ""he/she"".",
菩薩地持經,T 1581 (1),False,False,False,False,False,True,False,"The text does not use the prefixes 阿 (ā) or 老 (lǎo) in a vernacular sense (阿 is only used in transliterations), nor the suffix 兒 (ér), reduplicated nouns, or the pronoun 渠 (qú). It does, however, frequently employ 他 (tā) in a general third-person pronominal function, often referring to 'others' or 'the other party' (e.g., '他人', '不惱他'), which is indicative of a developing vernacular style. The pronoun 伊 (yī) is not found.",
菩薩地持經,T 1581 (2),False,False,False,True,False,True,False,"The text does not use the prefix 阿 ā, the prefix 老 lǎo, the suffix 兒 ér, or the second-person pronoun 渠 qú. It does contain reduplicated nouns such as '名名' (name name), '事事' (matter matter), '自性施設自性施設' (intrinsic nature establishment intrinsic nature establishment), '差別施設差別施設' (differentiated establishment differentiated establishment), '生死生死' (birth and death birth and death), '念念' (moment by moment), and '口口' (mouthful by mouthful). The personal pronoun 他 tā is used, referring to 'others' or 'another' (e.g., '不令他知', '知他宿命', '攝他'). The personal pronoun 伊 yī is not present.",
菩薩地持經,T 1581 (3),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) in a non-transliterated context, nor the prefix 老 (lǎo), nor the suffix 兒 (ér). It features reduplicated nouns such as ""種種"" (various) and ""一一"" (one by one/each). The second-person pronoun 渠 (qú) is absent. The personal pronoun 他 (tā) is not used in the sense of 'he/she'; rather, it appears in compounds like ""他人"" (others) or ""他論"" (other treatises). The personal pronoun 伊 (yī) is also absent.",
菩薩地持經,T 1581 (4),False,False,False,True,False,False,False,"The prefix 阿 (ā) is not found in its vernacular usage (e.g., in 阿公, 阿婆). It appears only as part of transliterated Buddhist terms like 阿耨多羅三藐三菩提. The prefix 老 (lǎo) is not found in the text. The suffix 兒 (ér) is not found in the text. Reduplicated nouns are found, specifically 念念 (niànniàn) meaning 'moment to moment' or 'thoughts'. The second-person pronoun 渠 (qú) is not found in the text. The personal pronoun 他 (tā) is not found. The character 他 is present, but consistently used to mean 'other' or 'others' (e.g., 他力, 教他, 取他財物), not as a singular third-person pronoun 'he/she'. The personal pronoun 伊 (yī) is not found in the text.",
菩薩地持經,T 1581 (5),False,False,False,False,False,False,False,"The text uses '阿' only in transliterations (e.g., 阿耨多羅三藐三菩提, 阿僧祇), not as a vernacular prefix. It does not contain the prefix '老', the suffix '兒', reduplicated nouns, or the pronoun '渠'. While '他' appears in compounds like '他人' (others) and '他世' (other worlds), it is not used as a standalone singular personal pronoun 'he/she'. The pronoun '伊' is also absent.",
菩薩地持經,T 1581 (6),False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) outside of transliterated Buddhist terms (e.g., 阿闍梨, 阿耨多羅). It also does not use the prefix 老 (lǎo), the suffix 兒 (ér), reduplicated nouns, or the pronoun 渠 (qú). The character 他 (tā) is present, but it functions as 'other' or 'others' (e.g., 他人, 他世), rather than a singular third-person personal pronoun like 'he' or 'she'. The personal pronoun 伊 (yī) is not found.",
菩薩地持經,T 1581 (7),False,False,False,True,False,False,False,"The text uses reduplicated forms like ""種種"" (various kinds) and ""一一"" (every single one), which indicate a degree of vernacular influence. However, it does not use the prefix ""阿"" or ""老"" in a vernacular context (阿 is only used in transliterated terms like ""阿闍梨""). The suffix ""兒"" is also absent. The second-person pronoun ""渠"" is not found. While ""他"" is present, it is consistently used to mean ""other"" or ""others"" rather than a singular personal pronoun like ""he/she"". The personal pronoun ""伊"" is also not found.",
菩薩地持經,T 1581 (8),False,False,False,False,False,True,False,"The text uses the personal pronoun 他 tā as a third-person pronoun (e.g., ""為他殺縛斷截捶打"", ""隨順他心"", ""勸他令成""). No instances of prefix 阿 ā not as part of transliteration, prefix 老 lǎo, suffix 兒 ér, reduplicated nouns, pronoun 渠 qú, or personal pronoun 伊 yī were found.",
菩薩地持經,T 1581 (9),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) or 老 (lǎo), nor the suffix 兒 (ér). It does not use the pronoun 渠 (qú) or 伊 (yī). The word 他 (tā) is present but always as part of compounds like 他人 (other people) or 他心 (other's minds), meaning 'other' or 'another', not as a standalone third-person pronoun. Reduplicated nouns are present, such as 念念 (moment by moment), 處處 (everywhere), and 時時 (always/every time).",
菩薩地持經,T 1581 (10),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) or 老 (lǎo), nor the suffix 兒 (ér). It also does not use the pronoun 渠 (qú) or 伊 (yī). While 他 (tā) appears, it is used as 'other' or 'others' (e.g., '自他', '他土', '他世', '他眾生') rather than a singular 'he/she'. However, it does use reduplicated nouns such as '種種' (various kinds) and '彼彼' (each other/various), which are vernacular elements.",
菩薩戒本,T 1500,False,False,False,False,False,False,False,"The text maintains a formal and classical style consistent with early Buddhist sutra translations. It does not exhibit the specific vernacular elements inquired about: the prefix 阿 (ā) is only used in transliterations (e.g., 阿耨多羅, 阿僧祇劫, 阿羅漢), the prefix 老 (lǎo) and suffix 兒 (ér) are absent, no reduplicated nouns were found (reduplicated adverbs like '數數' and '日日' are present), and the pronouns 渠 (qú), 他 (tā) (as a personal pronoun for 'he/she', '他人' refers to 'others'), and 伊 (yī) are not used.",
優婆塞戒,T 1488 (1),False,False,True,False,False,False,False,"The text is generally classical and formal. The prefix 阿 is only used in transliterations (e.g., 阿那邠坻) and not as a vernacular prefix. The prefix 老 is not used. The suffix 兒 is present in ""乞兒"" (beggar). No reduplicated nouns were found. The pronouns 渠, 他, and 伊 are not present in the text.",
優婆塞戒,T 1488 (2),False,False,False,True,False,False,False,"The text uses reduplicated forms like '種種' (various kinds/types), which is a vernacular element. However, it does not use the prefix 阿 ā (except in transliterations like 阿耨多羅三藐三菩提) or 老 lǎo, nor the suffix 兒 ér. The pronoun 渠 qú and 伊 yī are absent. While 他 tā appears frequently, it is consistently used in the sense of 'other' or 'others' (e.g., 利他, 他人, 他命), not as a singular third-person personal pronoun ('he/she/it').",
優婆塞戒,T 1488 (3),False,False,True,True,False,False,False,"The text does not use the prefix 阿 ā or 老 lǎo in a vernacular sense. 阿 appears only in transliterated Buddhist terms (e.g., 阿羅漢). 老 appears in compound nouns like 老人. The suffix 兒 ér is used in '屠兒' (butcher), a vernacular element denoting a person. Reduplicated nouns are present in several places, such as '種種' (various kinds of), '人人' (people), '時時' (at all times), and '一一' (each one). The personal pronouns 渠 qú, 他 tā, and 伊 yī are not used in the text.",
優婆塞戒,T 1488 (4),False,False,False,False,False,False,False,"The text does not use the prefix 阿 (ā) as a vernacular prefix, only in transliterations of Sanskrit terms like 阿耨多羅三藐三菩提 and 阿羅漢. The prefix 老 (lǎo) and suffix 兒 (ér) are not used as vernacular elements. There are no reduplicated nouns, and the pronoun 渠 (qú) does not appear. However, the personal pronoun 他 (tā) is used, notably in ",
優婆塞戒,T 1488 (5),False,False,False,False,False,False,False,"The text demonstrates a formal and classical style typical of early Chinese Buddhist translations, largely devoid of the specified vernacular elements. The prefix 阿 (ā) is used only in transliterated proper nouns, not as a vernacular prefix. The prefix 老 (lǎo) is used descriptively (e.g., 'old and young') rather than as a vernacular prefix. The suffix 兒 (ér) is not present. There are no reduplicated nouns. The pronoun 渠 (qú) is not found. The character 他 (tā) appears, but consistently in the sense of 'other' or 'others' (e.g., 他物, 他人), not as a singular third-person personal pronoun (he/she) in a vernacular manner. The pronoun 伊 (yī) is not found in the text.",
優婆塞戒,T 1488 (6),False,True,False,True,False,False,False,"The text employs the prefix 老 lǎo in '老父母' and includes reduplicated forms like '念念' (moment by moment) and '等等' (etcetera). The prefix 阿 ā and pronoun 伊 yī are present only in transliterations (e.g., 阿那邠坻, 伊羅鉢龍). The suffix 兒 ér and pronoun 渠 qú are absent. While 他 tā appears, it consistently means 'other' or 'others' (e.g., 他財, 他人) and not a singular third-person personal pronoun 'he/she/it'.",
優婆塞戒,T 1488 (7),False,False,True,True,False,False,False,"The prefix 阿 (ā) is used only in transliterated Buddhist terms like 阿羅漢, 阿伽陀, 阿耨多羅三藐三菩提, and 阿鼻地獄, not as a general prefix. The prefix 老 (lǎo) appears in compounds like 長老 or refers to old age, but not as a prefix to form new words. The suffix 兒 (ér) is found in ""兒有異殺"" (son has a different killing). Reduplicated forms such as ""種種"" (various kinds) and ""念念"" (thought after thought) are present. The pronoun 渠 (qú) is not used. The pronoun 他 (tā) is used exclusively in the sense of ""other(s)"" (e.g., ""從他得"", ""為他使"", ""授毒與他"", ""自他"", ""他心智"", ""教於他人""), not as a singular third-person pronoun. The pronoun 伊 (yī) is not used.",
阿毘曇毘婆沙,T 1546 (1),False,False,False,True,False,True,False,"The prefix 阿 (ā) is used only in transliterated terms like 阿毘曇, 阿羅漢, 阿難, 阿泥盧頭, 阿須羅, not as a vernacular prefix. The prefix 老 (lǎo) is not used as a vernacular prefix. The suffix 兒 (ér) is not found in the text. Reduplicated words like 處處 (chùchù, 'various places') and 種種 (zhǒngzhǒng, 'various kinds') are present, serving as a vernacular element. The personal pronoun 渠 (qú) is not present as a pronoun in the text. The personal pronoun 他 (tā) is used multiple times (e.g., '為饒益他故', '不從他聞法') to refer to 'others' or 'them', indicating a vernacular feature. The personal pronoun 伊 (yī) is not found in the text.",
阿毘曇毘婆沙,T 1546 (2),False,False,False,False,False,False,False,"The text employs a formal, classical style typical of early Buddhist translations. The prefix 阿 (ā) is exclusively used in transliterated Buddhist terms (e.g., 阿毘曇, 阿摩勒菓, 阿耨達池, 阿修羅, 阿夷羅跋提). The prefix 老 (lǎo) appears as an adjective (e.g., 老少愚智) but not as a vernacular prefix. The suffix 兒 (ér) is absent; the character 子 (zǐ) is used for 'child' or in compound nouns/names (e.g., 小兒, 師子子, 居士子, 都提夜子). While 種種 (zhǒngzhǒng) is present, it functions as an adjective/adverb (e.g., 種種美食, 種種諸功德) and is a common classical reduplication, not a distinctly vernacular noun reduplication. The pronouns 渠 (qú), 他 (tā), and 伊 (yī) are not found as personal pronouns; 他 (tā) only appears in 他地 (other ground/state).",
阿毘曇毘婆沙,T 1546 (3),False,False,True,False,False,False,False,"The text uses the suffix 兒 in “小兒” (child), indicating a vernacular element. It does not use the prefix 阿 (ā) or 老 (lǎo) in a vernacular sense, nor the personal pronouns 他 (tā) or 伊 (yī), or the second-person pronoun 渠 (qú). Reduplicated nouns are not present in a clearly vernacular sense (e.g., “心心數法” is a technical compound, not a general noun reduplication like “人人”).",
阿毘曇毘婆沙,T 1546 (4),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) or 老 (lǎo) in a vernacular sense, nor does it use the suffix 兒 (ér) or the pronouns 渠 (qú), 他 (tā), or 伊 (yī). However, it does feature reduplicated words such as 處處 (chùchù) and 種種 (zhǒngzhǒng), indicating a vernacular element in its style.",
阿毘曇毘婆沙,T 1546 (5),False,False,False,False,False,False,False,"The text, Abhidharma-vibhāṣā-śāstra, translated in the Northern Liang period, uses a formal, classical style. The prefix 阿 (ā) is only found in transliterated terms like 阿毘曇 and 阿耨多羅, not as a standalone prefix to names. The prefix 老 (lǎo) does not appear in the requested vernacular sense; '長老' (zhǎnglǎo) is a title. The suffix 兒 (ér) is not used. No reduplicated nouns are present; instances like '展轉' (zhǎnzhuǎn) and '了了' (liǎoliǎo) are reduplicated adverbs or verbs, not nouns. The pronoun 渠 (qú) is absent. The term 他 (tā) is used to mean 'other' or 'another' (e.g., 他義, 他體, 他心智, 他身), not as a third-person personal pronoun 'he/she'. The personal pronoun 伊 (yī) is not found.",
阿毘曇毘婆沙,T 1546 (6),False,False,False,False,False,False,False,"The text employs a highly classical and formal translation style, characteristic of early Chinese Buddhist sutra translations. It does not exhibit the requested vernacular elements such as the prefix 阿 ā (used only in transliterations like 阿毘曇, 阿浮陀, 阿難, 阿含) or 老 lǎo (used only in formal compounds like 長老 and 老年, not as a vernacular prefix), the suffix 兒 ér, the second-person pronoun 渠 qú, or the personal pronouns 他 tā and 伊 yī. Reduplication is limited to ""一一"" (yī yī), which functions as a distributive quantifier modifying a noun (e.g., ""一一心"" meaning ""each and every mind""), rather than a reduplicated noun itself.",
阿毘曇毘婆沙,T 1546 (7),False,False,False,True,False,False,False,"The text does not use the prefix 阿 ā outside of transliterations (e.g., 阿毘曇, 阿修羅, 阿迦貳吒). The prefix 老 lǎo is not used in a vernacular sense; only the formal title 長老 appears. The suffix 兒 ér is not used as a diminutive; only the compound noun 嬰兒 (infant) is found. Reduplicated nouns are present, specifically 門門 (each and every door). The second-person pronoun 渠 qú is not used. The personal pronoun 他 tā is not used as 'he/she/it'; it consistently means 'other' or 'another'. The personal pronoun 伊 yī is not used; 伊 appears only as part of the transliterated name 伊羅拔那。",
阿毘曇毘婆沙,T 1546 (8),False,False,False,True,False,False,False,"The text uses reduplicated nouns such as '處處' (chù chù, meaning everywhere). The prefix '阿' (ā) is used, but exclusively for transliterating foreign Buddhist terms (e.g., 阿毘曇, 阿迦膩吒天, 阿泥盧頭舍, 阿閦花子, 阿吒駒, 阿祈羅, 阿羅漢), not as a vernacular prefix for names. The prefix '老' (lǎo) is used in compounds like '長老' (zhǎnglǎo, elder) or '老病' (lǎobìng, old and sick), but not as a vernacular prefix to a name or noun. The suffix '兒' (ér) appears in '小兒' (xiǎo'ér, child), but not as a grammatical suffix. The pronoun '渠' (qú) is not present. The pronoun '他' (tā) is found, but it functions as 'other' or 'others' (e.g., '他國', '他軍', '親他故'), rather than as a singular third-person personal pronoun 'he/she'. The pronoun '伊' (yī) is not present.",
阿毘曇毘婆沙,T 1546 (9),False,False,False,False,False,False,False,"The text displays a formal, classical translation style with an absence of several common vernacular elements. The character '阿' appears but only as part of transliterated Buddhist terms like '阿毘曇', '阿羅漢', '阿難', or referring to the character itself ('阿字'), not as a vernacular prefix. The character '老' is found in words like '老人' (old person) and '長老' (elder) but not as a vernacular prefix. The character '兒' is used in '小兒' (child) and '石女兒' (stone daughter) but not as a diminutive suffix. While reduplicated adjectives/adverbs like '種種' (various) and '數數' (repeatedly) are present, no reduplicated nouns (e.g., '家家') are found in the main text. Neither the second-person pronoun '渠' (qú) nor the personal pronoun '伊' (yī) appears. The character '他' (tā) is used in compounds such as '他人' (other people) and '他方' (other places) where it signifies 'other' or 'another', but not as a third-person singular pronoun 'he/she'.",
阿毘曇毘婆沙,T 1546 (10),False,False,False,True,False,False,False,"The text uses reduplicated nouns, specifically '處處'. It does not use the prefix 阿 (ā) not as part of a transliteration (e.g., 阿毘曇, 阿含, 阿羅漢, 阿難, 阿摩勒, 阿練若處). It does not use the prefix 老 (lǎo) as a vernacular prefix. It does not use the suffix 兒 (ér). It does not use the pronoun 渠 (qú). It does not use the personal pronoun 他 (tā). It does not use the personal pronoun 伊 (yī).",
阿毘曇毘婆沙,T 1546 (11),False,False,False,False,False,False,False,"The text does not exhibit the requested vernacular elements. The prefix 阿 (ā) is used, but only as part of transliterated Buddhist terms (e.g., 阿毘曇, 阿羅漢) and not as a vernacular prefix. The prefix 老 (lǎo) is not used in a vernacular sense, appearing only in terms like 長老 (elder) or meaning 'aging'. The suffix 兒 (ér) is not present. Reduplicated words like 各各 (gè gè) and 種種 (zhǒng zhǒng) appear, but they function as adverbs or adjectives, not as reduplicated nouns. The second-person pronoun 渠 (qú) is not used. The character 他 (tā) appears, but consistently functions as an adjective meaning 'other' or 'another', not as the personal pronoun 'he/him'. The personal pronoun 伊 (yī) is not used.",
阿毘曇毘婆沙,T 1546 (12),False,False,False,True,False,False,False,"The text, an early Chinese Buddhist translation, primarily uses classical Chinese. The character 阿 appears in transliterations (e.g., 阿毘曇, 阿難) but not as a vernacular prefix. The character 老 appears in compounds (e.g., 老死) but not as a vernacular prefix. The character 兒 does not appear as a suffix. Reduplicated nouns are present in the form of '一一事' (yīyī shì, 'each thing' or 'one by one'). The characters 渠 and 伊 do not appear. The character 他 appears in compounds such as '他法' (tā fǎ, 'other dharma') and '他人' (tā rén, 'other people'), functioning as 'other' or 'another' rather than a personal pronoun 'he/she/it' in a vernacular sense.",
阿毘曇毘婆沙,T 1546 (13),False,False,False,True,False,True,False,"The text uses '處處' (chǔchù) as a reduplicated noun functioning adverbially ('everywhere'). The pronoun '他' (tā) appears in the sense of 'other's' or 'another's' (e.g., '他義' 'his/other's meaning', '他身' 'other's body', '他界' 'other realms'), indicating a vernacular usage of the pronoun, though not strictly as a standalone third-person personal pronoun like 'he' or 'she'. No instances of prefix '阿' (ā) outside of transliterations (e.g., '阿毘曇', '阿難'), prefix '老' (lǎo) (other than in compound nouns like '老死'), suffix '兒' (ér), or pronouns '渠' (qú) or '伊' (yī) were found.",
阿毘曇毘婆沙,T 1546 (14),False,False,False,False,False,False,False,"The text exhibits a highly classical and formal translation style, characteristic of early Chinese Buddhist texts. There are no occurrences of the prefix 阿 (ā) used in a vernacular sense (only for transliterations like 阿毘曇, 阿那般那). The prefix 老 (lǎo) is not present as a vernacular prefix. The suffix 兒 (ér) is not found. Reduplicated nouns are absent; words like 筈筈 and 展轉 are used adverbially rather than as typical reduplicated nouns. Neither the third-person pronoun 渠 (qú) nor 伊 (yī) is used. The pronoun 他 (tā) is also not used as a personal pronoun, appearing only in the sense of 'other' or within transliterated terms.",
阿毘曇毘婆沙,T 1546 (15),False,False,False,True,False,True,False,"The text uses '種種' as a reduplicated noun. The character '他' is used pronominally in phrases such as '為止他義' (to stop his/their meaning) and '說他過者' (one who speaks of his/their faults), referring to other people or their views. The prefix '阿' is exclusively used for transliterations. The prefix '老' is used as part of the Buddhist term '長老' (elder) or as an adjective ('老瘦'), not as a vernacular prefix. The suffix '兒' and the pronoun '渠' are not present in the text.",
阿毘曇毘婆沙,T 1546 (16),False,False,False,False,False,False,False,"The text does not use the prefix 阿 ā in a vernacular sense, only for transliterations like 阿難 and 阿闍梨. The prefix 老 lǎo is not used; it appears only in its literal meaning 'old' (老病) or as part of a title (長老). The suffix 兒 ér is not present. Reduplicated nouns are absent; '種種' is used but as an adjective/adverb. The second-person pronoun 渠 qú is not found. The personal pronoun 他 tā is used, but consistently means 'other' or 'others' (e.g., 不為他所伏義, 饒益他), not as a singular third-person pronoun 'he/she'. The personal pronoun 伊 yī is not found, appearing only as part of a transliteration (伊那拔羅龍王).",
阿毘曇毘婆沙,T 1546 (17),False,False,False,False,False,False,False,"The text does not use the prefix 阿 ā or 老 lǎo in a vernacular sense, nor the suffix 兒 ér. No reduplicated nouns (like 人人) were found; instances like '種種' or '上上' are reduplicated adjectives/quantifiers. The pronouns 渠 qú, 他 tā, and 伊 yī are not used as singular third-person personal pronouns. '他' (tā) appears in phrases like '他作' (made by others) or '他義' (others' views), where it signifies 'other' or 'others,' rather than 'he/she.' This reflects a formal, technical translation style typical of early Chinese Buddhist texts, minimizing vernacular elements.",
阿毘曇毘婆沙,T 1546 (18),False,False,False,False,False,False,False,"The text is a classical Buddhist treatise, the Abhidharma Vibhaṣā Śāstra, translated during the Northern Liang period (early 5th century CE). Its translation style is highly formal and technical, characteristic of early Chinese Buddhist scholastic texts. It consistently uses classical literary Chinese and avoids the vernacular elements searched for. The terms like '阿毘曇' and '阿羅漢' use '阿' as part of a transliteration from Sanskrit/Pali, not as a vernacular Chinese prefix. No other specified vernacular elements (prefix 老, suffix 兒, reduplicated nouns, pronouns 渠, 他, 伊) were found.",
阿毘曇毘婆沙,T 1546 (19),False,False,False,False,False,False,False,"The text, being a commentary on the Abhidharma, maintains a highly formal and technical style, characteristic of early Buddhist philosophical treatises. It exhibits very few, if any, of the specified vernacular elements in their common colloquial usage. The prefix 阿 (ā) is used only as part of transliterated terms (e.g., 阿毘曇, 阿闍世王), not as a vernacular prefix. The prefix 老 (lǎo) and the suffix 兒 (ér) are not found. While reduplicated adjectives (e.g., 種種) and adverbs (e.g., 數數, 展轉) appear, reduplicated nouns are absent. The pronoun 渠 (qú) is not present. The pronoun 他 (tā) is used consistently to mean 'other' or 'others' rather than as a singular third-person personal pronoun 'he/she/it' which would indicate a more vernacular style. The pronoun 伊 (yī) is also not found.",
阿毘曇毘婆沙,T 1546 (20),False,False,True,False,False,False,False,"The text uses the suffix 兒 in '屠兒' (butcher). The prefix 阿 is only used in transliterations (e.g., 阿毘曇, 阿尼盧頭). The prefix 老 is not used. Reduplicated words appear (e.g., 數數, 種種, 處處, 轉轉) but are adverbs or adjectives, not nouns. The pronoun 渠 is not found. The pronoun 他 is used to mean 'other' or 'others' (e.g., 他人, 止他義), not as a singular third-person pronoun. The pronoun 伊 is not found.",
阿毘曇毘婆沙,T 1546 (21),False,False,False,False,False,True,False,"The text does not use the prefix 阿 (ā) in a vernacular sense (e.g., for kinship or familiar names); its occurrences are solely within transliterated Buddhist terms or proper names such as 阿毘曇, 阿尼盧頭, 阿蘭迦蘭, 阿若憍陳如, 阿那波那, 阿那含, 阿羅漢, and 阿耨多羅三藐三菩提. The prefix 老 (lǎo) is not used; '老死' is a compound term. The suffix 兒 (ér) is not present. No reduplicated nouns were found; only adverbs like 處處 and determiners like 一一 were observed. The second-person pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is frequently used, referring to 'others' (e.g., 諸他修苦行, 告他, 他身, 他心智, 從他聞法). The personal pronoun 伊 (yī) is not present in the text.",
阿毘曇毘婆沙,T 1546 (22),False,False,False,True,False,False,False,"The text does not use the prefix 阿 (ā) other than in transliterated terms like 阿毘曇, 阿難, 阿羅漢, 阿迦膩吒, 阿修羅, 阿泥盧頭, 阿羅欝陀迦子, 阿闍世王, and 呵梨勒果. The prefix 老 (lǎo) is not used. The suffix 兒 (ér) is not used. Reduplicated nouns are present, such as 處處 (chùchù) in '處處村落', 種種 (zhǒngzhǒng) in '種種因', '種種果', '種種業', '種種報', and '種種穀麥資生之具', and 日日 (rìrì) in '日日長生爾許飲食故'. The pronoun 渠 (qú) is not used. The personal pronoun 他 (tā) is not used in a singular 'he/she' sense; it exclusively appears in contexts referring to 'others' (e.g., 口言告他, 饒益他, 他人, 他身). The personal pronoun 伊 (yī) is not used.",
阿毘曇毘婆沙,T 1546 (23),False,False,False,False,False,False,False,"The text, ""阿毘曇毘婆沙論卷第二十三"", exhibits a highly formal and classical translation style. The character 阿 (ā) is consistently used as part of transliterations of Sanskrit or Pali terms (e.g., 阿毘曇, 阿羅漢, 阿泥盧頭), and not as a vernacular prefix. The prefixes 老 (lǎo) and the suffix 兒 (ér) are not present in the text. There are no instances of reduplicated nouns used in a vernacular style (e.g., like 寶寶 or 狗狗). The pronoun 渠 (qú) is absent. The pronoun 他 (tā) appears multiple times, but always in the sense of 'other' or 'others' (e.g., 緣他, 他人聞已, 見他勝), not as a singular third-person pronoun 'he/she' in a vernacular manner. The pronoun 伊 (yī) is also not found. Overall, the text lacks the specified vernacular elements.",
阿毘曇毘婆沙,T 1546 (24),False,False,False,False,False,False,False,"The text, an Abhidharma treatise, exhibits a classical Chinese translation style with no discernible vernacular elements from the requested list. No instances of the prefix 阿 (ā) were found outside of transliterations (e.g., 阿毘曇, 阿羅漢). The character 老 (lǎo) appears, but only in its literal meaning of 'old' (e.g., 中年老年, 老時), not as a vernacular prefix. No instances of the suffix 兒 (ér) or reduplicated nouns were found. Neither the pronoun 渠 (qú) nor 伊 (yī) were present. The character 他 (tā) was observed, but consistently used to mean 'other' or 'others'' (e.g., 他界, 他愛, 他義), rather than as a third-person personal pronoun 'he/she'.",
阿毘曇毘婆沙,T 1546 (25),False,False,False,True,False,True,False,"The prefix 阿 (ā) is present, but exclusively as part of transliterated Buddhist terms (e.g., 阿毘曇, 阿羅漢), not as a vernacular prefix. The prefix 老 (lǎo) is not found. The suffix 兒 (ér) is not found. Reduplicated forms are present, such as 日日 (every day) and 種種 (various kinds), indicating a degree of vernacularity. The pronoun 渠 (qú) is not found. The personal pronoun 他 (tā) is present, used to refer to third persons. The personal pronoun 伊 (yī) is not found.",
阿毘曇毘婆沙,T 1546 (26),False,False,False,True,False,False,False,"The text exhibits some vernacular elements, notably the reduplicated adverbial form ""處處"" (in various places) and ""數數"" (repeatedly), which reflect a common pattern of repetition in early Chinese vernacular for emphasis or distribution. However, other characteristic vernacular pronouns like 他 (tā), 伊 (yī), 渠 (qú), and prefixes like 阿 (ā) or 老 (lǎo) (when not part of transliteration or used for age) are not found. The translation style largely adheres to a more classical, formal register, but includes these minor vernacular grammatical features.",
阿毘曇毘婆沙,T 1546 (27),False,False,False,True,False,False,False,"The text uses reduplicated nouns such as '一一' (one by one), '種種' (various), and '數數' (frequently). The character '阿' appears only in transliterated Buddhist terms (e.g., 阿毘曇, 阿羅漢, 阿那含, 阿修羅) and proper names, not as a vernacular prefix. The term '長老' is a title, not the vernacular prefix '老'. The character '兒' appears in '小兒' but not as a diminutive suffix. The pronouns '渠', '他' (as he/she), and '伊' are not present; '他' only appears with the meaning of 'other'.",
阿毘曇毘婆沙,T 1546 (28),False,False,False,False,False,True,False,"The text does not use the prefix 阿 ā (outside of transliteration), prefix 老 lǎo, suffix 兒 ér, reduplicated nouns, or the pronoun 渠 qú. It does use the personal pronoun 他 tā in the sense of 'others' or 'them'.",
阿毘曇毘婆沙,T 1546 (29),False,False,False,False,False,False,False,"The text, an early Chinese Buddhist treatise, employs a highly formal and technical translation style characteristic of such works. It frequently uses classical discourse markers like '問曰' (Question), '答曰' (Answer), '復次' (Furthermore), and '評曰' (Commentary), indicating a scholastic and analytical approach. The third-person pronoun '彼' (bǐ) is used consistently instead of the more vernacular '他' (tā) or '伊' (yī). The prefix '阿' (ā) appears exclusively as part of transliterated Buddhist terms (e.g., 阿毘曇, 阿那含, 阿羅漢) and not as a vernacular prefix (like in 阿哥). The prefix '老' (lǎo) is only found in the compound '老死' (old age and death), not as a vernacular prefix to names or titles. The suffix '兒' (ér) is entirely absent. While the text contains reduplicated characters such as '種種' (zhǒngzhǒng, various), '一一' (yīyī, each/every), and '下下/上上' (xiàxià/shàngshàng, lower-lower/upper-upper), these function as adjectival/adverbial modifiers or technical terms for categories of defilements or practitioners within the specific Buddhist context, rather than as general vernacular reduplicated nouns. The term '家家' is also a technical term for a type of practitioner. The pronoun '渠' (qú) is not present.",
阿毘曇毘婆沙,T 1546 (30),False,False,False,False,False,False,False,"The text uses standard Buddhist terminology and formal classical Chinese. The prefix '阿' (ā) only appears as part of transliterated terms like '阿毘曇' and '阿羅漢', not as a vernacular prefix. The prefix '老' (lǎo) appears in the compound '老死' but not as a vernacular prefix to a noun. There is no use of the suffix '兒' (ér), reduplicated nouns, or the second-person pronoun '渠' (qú). The personal pronoun '他' (tā) is not used in the sense of 'he/she', but rather to mean 'other/others'. The personal pronoun '伊' (yī) is not present. The text consistently employs '彼' (bǐ) for 'he/she/they', which is characteristic of classical Chinese prose. Overall, the translation exhibits minimal vernacular elements.",
